Ethnocultural_Key,Ethnoculture
ETH4711,Tamil
ETH4712,"South Asian origins, n.i.e."
ETH4713,East and Southeast Asian origins
ETH4714,Burmese
ETH4715,Cambodian (Khmer)
ETH4716,Chinese
ETH4717,Filipino
ETH4718,Hmong
ETH4719,Indonesian
ETH4720,Japanese
ETH4721,Karen
ETH4722,Korean
ETH4723,Laotian
ETH4724,Malaysian
ETH4725,Mongolian
ETH4726,Singaporean
ETH4727,Taiwanese
ETH4728,Thai
ETH4729,Tibetan
ETH4730,Vietnamese
ETH4731,"East and Southeast Asian origins, n.i.e."
ETH4732,Other Asian origins
ETH4733,"Other Asian origins, n.i.e."
ETH4734,Oceania origins
ETH4735,Australian
ETH4736,New Zealander
ETH4737,Pacific Islands origins
ETH4738,Fijian
ETH4739,Hawaiian
ETH4740,Maori
ETH4741,Samoan
ETH4742,"Polynesian, n.o.s."
ETH4743,"Pacific Islands origins, n.i.e."
ETH4744,Total Ethnic Origin
ETH4745,North American Aboriginal origins
ETH4746,First Nations (North American Indian)
ETH4747,Inuit
ETH4748,Métis
ETH4749,Other North American origins
ETH4750,Acadian
ETH4751,American
ETH4752,Canadian
ETH4753,New Brunswicker
ETH4754,Newfoundlander
ETH4755,Nova Scotian
ETH4756,Ontarian
ETH4757,Québécois
ETH4758,"Other North American origins, n.i.e."
ETH4759,European origins
ETH4760,British Isles origins
ETH4761,Channel Islander
ETH4762,Cornish
ETH4763,English
ETH4764,Irish
ETH4765,Manx
ETH4766,Scottish
ETH4767,Welsh
ETH4768,"British Isles origins, n.i.e."
ETH4769,French origins
ETH4770,Alsatian
ETH4771,Breton
ETH4772,Corsican
ETH4773,French
ETH4774,Western European origins (except French origins)
ETH4775,Austrian
ETH4776,Bavarian
ETH4777,Belgian
ETH4778,Dutch
ETH4779,Flemish
ETH4780,Frisian
ETH4781,German
ETH4782,Luxembourger
ETH4783,Swiss
ETH4784,"Western European origins, n.i.e."
ETH4785,Northern European origins (except British Isles origins)
ETH4786,Danish
ETH4787,Finnish
ETH4788,Icelandic
ETH4789,Norwegian
ETH4790,Swedish
ETH4791,"Northern European origins, n.i.e."
ETH4792,Eastern European origins
ETH4793,Bulgarian
ETH4794,Byelorussian
ETH4795,Czech
ETH4796,"Czechoslovakian, n.o.s."
ETH4797,Estonian
ETH4798,Hungarian
ETH4799,Latvian
ETH4800,Lithuanian
ETH4801,Moldovan
ETH4802,Polish
ETH4803,Romanian
ETH4804,Russian
ETH4805,Slovak
ETH4806,Ukrainian
ETH4807,"Eastern European origins, n.i.e."
ETH4808,Southern European origins
ETH4809,Albanian
ETH4810,Bosnian
ETH4811,Catalan
ETH4812,Croatian
ETH4813,Cypriot
ETH4814,Greek
ETH4815,Italian
ETH4816,Kosovar
ETH4817,Macedonian
ETH4818,Maltese
ETH4819,Montenegrin
ETH4820,Portuguese
ETH4821,Serbian
ETH4822,Sicilian
ETH4823,Slovenian
ETH4824,Spanish
ETH4825,"Yugoslavian, n.o.s."
ETH4826,"Southern European origins, n.i.e."
ETH4827,Other European origins
ETH4828,Basque
ETH4829,Jewish
ETH4830,Roma (Gypsy)
ETH4831,"Slavic, n.o.s."
ETH4832,"Other European origins, n.i.e."
ETH4833,Caribbean origins
ETH4834,Antiguan
ETH4835,Bahamian
ETH4836,Barbadian
ETH4837,Bermudan
ETH4838,Carib
ETH4839,Cuban
ETH4840,Dominican
ETH4841,Grenadian
ETH4842,Guadeloupean
ETH4843,Haitian
ETH4844,Jamaican
ETH4845,Kittitian/Nevisian
ETH4846,Martinican
ETH4847,Montserratan
ETH4848,Puerto Rican
ETH4849,St. Lucian
ETH4850,Trinidadian/Tobagonian
ETH4851,Vincentian/Grenadinian
ETH4852,"West Indian, n.o.s."
ETH4853,"Caribbean origins, n.i.e."
ETH4854,"Latin, Central and South American origins"
ETH4855,Aboriginal from Central/South America (except Arawak and Maya)
ETH4856,Arawak
ETH4857,Argentinian
ETH4858,Belizean
ETH4859,Bolivian
ETH4860,Brazilian
ETH4861,Chilean
ETH4862,Colombian
ETH4863,Costa Rican
ETH4864,Ecuadorian
ETH4865,Guatemalan
ETH4866,Guyanese
ETH4867,Hispanic
ETH4868,Honduran
ETH4869,Maya
ETH4870,Mexican
ETH4871,Nicaraguan
ETH4872,Panamanian
ETH4873,Paraguayan
ETH4874,Peruvian
ETH4875,Salvadorean
ETH4876,Uruguayan
ETH4877,Venezuelan
ETH4878,"Latin, Central and South American origins, n.i.e."
ETH4879,African origins
ETH4880,Central and West African origins
ETH4881,Akan
ETH4882,Angolan
ETH4883,Ashanti
ETH4884,Beninese
ETH4885,Burkinabe
ETH4886,Cameroonian
ETH4887,Chadian
ETH4888,Congolese
ETH4889,Edo
ETH4890,Ewe
ETH4891,Gabonese
ETH4892,Gambian
ETH4893,Ghanaian
ETH4894,Guinean
ETH4895,Ibo
ETH4896,Ivorian
ETH4897,Liberian
ETH4898,Malian
ETH4899,Malinké
ETH4900,Nigerian
ETH4901,Peulh
ETH4902,Senegalese
ETH4903,Sierra Leonean
ETH4904,Togolese
ETH4905,Wolof
ETH4906,Yoruba
ETH4907,"Central and West African origins, n.i.e."
ETH4908,North African origins
ETH4909,Algerian
ETH4910,Berber
ETH4911,Coptic
ETH4912,Dinka
ETH4913,Egyptian
ETH4914,Libyan
ETH4915,Maure
ETH4916,Moroccan
ETH4917,Sudanese
ETH4918,Tunisian
ETH4919,"North African origins, n.i.e."
ETH4920,Southern and East African origins
ETH4921,Afrikaner
ETH4922,Amhara
ETH4923,"Bantu, n.o.s."
ETH4924,Burundian
ETH4925,Djiboutian
ETH4926,Eritrean
ETH4927,Ethiopian
ETH4928,Harari
ETH4929,Kenyan
ETH4930,Malagasy
ETH4931,Mauritian
ETH4932,Oromo
ETH4933,Rwandan
ETH4934,Seychellois
ETH4935,Somali
ETH4936,South African
ETH4937,Tanzanian
ETH4938,Tigrian
ETH4939,Ugandan
ETH4940,Zambian
ETH4941,Zimbabwean
ETH4942,Zulu
ETH4943,"Southern and East African origins, n.i.e."
ETH4944,Other African origins
ETH4945,"Black, n.o.s."
ETH4946,"Other African origins, n.i.e."
ETH4947,Asian origins
ETH4948,West Central Asian and Middle Eastern origins
ETH4949,Afghan
ETH4950,"Arab, n.o.s."
ETH4951,Armenian
ETH4952,Assyrian
ETH4953,Azerbaijani
ETH4954,Georgian
ETH4955,Hazara
ETH4956,Iranian
ETH4957,Iraqi
ETH4958,Israeli
ETH4959,Jordanian
ETH4960,Kazakh
ETH4961,Kurd
ETH4962,Kuwaiti
ETH4963,Kyrgyz
ETH4964,Lebanese
ETH4965,Palestinian
ETH4966,Pashtun
ETH4967,Saudi Arabian
ETH4968,Syrian
ETH4969,Tajik
ETH4970,Tatar
ETH4971,Turk
ETH4972,Turkmen
ETH4973,Uighur
ETH4974,Uzbek
ETH4975,Yemeni
ETH4976,"West Central Asian and Middle Eastern origins, n.i.e."
ETH4977,South Asian origins
ETH4978,Bangladeshi
ETH4979,Bengali
ETH4980,Bhutanese
ETH4981,East Indian
ETH4982,Goan
ETH4983,Gujarati
ETH4984,Kashmiri
ETH4985,Nepali
ETH4986,Pakistani
ETH4987,Punjabi
ETH4988,Sinhalese
ETH4989,Sri Lankan
ETH4990,Tamil
ETH4991,"South Asian origins, n.i.e."
ETH4992,East and Southeast Asian origins
ETH4993,Burmese
ETH4994,Cambodian (Khmer)
ETH4995,Chinese
ETH4996,Filipino
ETH4997,Hmong
ETH4998,Indonesian
ETH4999,Japanese
ETH5000,Karen
ETH5001,Korean
ETH5002,Laotian
ETH5003,Malaysian
ETH5004,Mongolian
ETH5005,Singaporean
ETH5006,Taiwanese
ETH5007,Thai
ETH5008,Tibetan
ETH5009,Vietnamese
ETH5010,"East and Southeast Asian origins, n.i.e."
ETH5011,Other Asian origins
ETH5012,"Other Asian origins, n.i.e."
ETH5013,Oceania origins
ETH5014,Australian
ETH5015,New Zealander
ETH5016,Pacific Islands origins
ETH5017,Fijian
ETH5018,Hawaiian
ETH5019,Maori
ETH5020,Samoan
ETH5021,"Polynesian, n.o.s."
ETH5022,"Pacific Islands origins, n.i.e."
ETH5023,Total Ethnic Origin
ETH5024,North American Aboriginal origins
ETH5025,First Nations (North American Indian)
ETH5026,Inuit
ETH5027,Métis
ETH5028,Other North American origins
ETH5029,Acadian
ETH5030,American
ETH5031,Canadian
ETH5032,New Brunswicker
ETH5033,Newfoundlander
ETH5034,Nova Scotian
ETH5035,Ontarian
ETH5036,Québécois
ETH5037,"Other North American origins, n.i.e."
ETH5038,European origins
ETH5039,British Isles origins
ETH5040,Channel Islander
ETH5041,Cornish
ETH5042,English
ETH5043,Irish
ETH5044,Manx
ETH5045,Scottish
ETH5046,Welsh
ETH5047,"British Isles origins, n.i.e."
ETH5048,French origins
ETH5049,Alsatian
ETH5050,Breton
ETH5051,Corsican
ETH5052,French
ETH5053,Western European origins (except French origins)
ETH5054,Austrian
ETH5055,Bavarian
ETH5056,Belgian
ETH5057,Dutch
ETH5058,Flemish
ETH5059,Frisian
ETH5060,German
ETH5061,Luxembourger
ETH5062,Swiss
ETH5063,"Western European origins, n.i.e."
ETH5064,Northern European origins (except British Isles origins)
ETH5065,Danish
ETH5066,Finnish
ETH5067,Icelandic
ETH5068,Norwegian
ETH5069,Swedish
ETH5070,"Northern European origins, n.i.e."
ETH5071,Eastern European origins
ETH5072,Bulgarian
ETH5073,Byelorussian
ETH5074,Czech
ETH5075,"Czechoslovakian, n.o.s."
ETH5076,Estonian
ETH5077,Hungarian
ETH5078,Latvian
ETH5079,Lithuanian
ETH5080,Moldovan
ETH5081,Polish
ETH5082,Romanian
ETH5083,Russian
ETH5084,Slovak
ETH5085,Ukrainian
ETH5086,"Eastern European origins, n.i.e."
ETH5087,Southern European origins
ETH5088,Albanian
ETH5089,Bosnian
ETH5090,Catalan
ETH5091,Croatian
ETH5092,Cypriot
ETH5093,Greek
ETH5094,Italian
ETH5095,Kosovar
ETH5096,Macedonian
ETH5097,Maltese
ETH5098,Montenegrin
ETH5099,Portuguese
ETH5100,Serbian
ETH5101,Sicilian
ETH5102,Slovenian
ETH5103,Spanish
ETH5104,"Yugoslavian, n.o.s."
ETH5105,"Southern European origins, n.i.e."
ETH5106,Other European origins
ETH5107,Basque
ETH5108,Jewish
ETH5109,Roma (Gypsy)
ETH5110,"Slavic, n.o.s."
ETH5111,"Other European origins, n.i.e."
ETH5112,Caribbean origins
ETH5113,Antiguan
ETH5114,Bahamian
ETH5115,Barbadian
ETH5116,Bermudan
ETH5117,Carib
ETH5118,Cuban
ETH5119,Dominican
ETH5120,Grenadian
ETH5121,Guadeloupean
ETH5122,Haitian
ETH5123,Jamaican
ETH5124,Kittitian/Nevisian
ETH5125,Martinican
ETH5126,Montserratan
ETH5127,Puerto Rican
ETH5128,St. Lucian
ETH5129,Trinidadian/Tobagonian
ETH5130,Vincentian/Grenadinian
ETH5131,"West Indian, n.o.s."
ETH5132,"Caribbean origins, n.i.e."
ETH5133,"Latin, Central and South American origins"
ETH5134,Aboriginal from Central/South America (except Arawak and Maya)
ETH5135,Arawak
ETH5136,Argentinian
ETH5137,Belizean
ETH5138,Bolivian
ETH5139,Brazilian
ETH5140,Chilean
ETH5141,Colombian
ETH5142,Costa Rican
ETH5143,Ecuadorian
ETH5144,Guatemalan
ETH5145,Guyanese
ETH5146,Hispanic
ETH5147,Honduran
ETH5148,Maya
ETH5149,Mexican
ETH5150,Nicaraguan
ETH5151,Panamanian
ETH5152,Paraguayan
ETH5153,Peruvian
ETH5154,Salvadorean
ETH5155,Uruguayan
ETH5156,Venezuelan
ETH5157,"Latin, Central and South American origins, n.i.e."
ETH5158,African origins
ETH5159,Central and West African origins
ETH5160,Akan
ETH5161,Angolan
ETH5162,Ashanti
ETH5163,Beninese
ETH5164,Burkinabe
ETH5165,Cameroonian
ETH5166,Chadian
ETH5167,Congolese
ETH5168,Edo
ETH5169,Ewe
ETH5170,Gabonese
ETH5171,Gambian
ETH5172,Ghanaian
ETH5173,Guinean
ETH5174,Ibo
ETH5175,Ivorian
ETH5176,Liberian
ETH5177,Malian
ETH5178,Malinké
ETH5179,Nigerian
ETH5180,Peulh
ETH5181,Senegalese
ETH5182,Sierra Leonean
ETH5183,Togolese
ETH5184,Wolof
ETH5185,Yoruba
ETH5186,"Central and West African origins, n.i.e."
ETH5187,North African origins
ETH5188,Algerian
ETH5189,Berber
ETH5190,Coptic
ETH5191,Dinka
ETH5192,Egyptian
ETH5193,Libyan
ETH5194,Maure
ETH5195,Moroccan
ETH5196,Sudanese
ETH5197,Tunisian
ETH5198,"North African origins, n.i.e."
ETH5199,Southern and East African origins
ETH5200,Afrikaner
ETH5201,Amhara
ETH5202,"Bantu, n.o.s."
ETH5203,Burundian
ETH5204,Djiboutian
ETH5205,Eritrean
ETH5206,Ethiopian
ETH5207,Harari
ETH5208,Kenyan
ETH5209,Malagasy
ETH5210,Mauritian
ETH5211,Oromo
ETH5212,Rwandan
ETH5213,Seychellois
ETH5214,Somali
ETH5215,South African
ETH5216,Tanzanian
ETH5217,Tigrian
ETH5218,Ugandan
ETH5219,Zambian
ETH5220,Zimbabwean
ETH5221,Zulu
ETH5222,"Southern and East African origins, n.i.e."
ETH5223,Other African origins
ETH5224,"Black, n.o.s."
ETH5225,"Other African origins, n.i.e."
ETH5226,Asian origins
ETH5227,West Central Asian and Middle Eastern origins
ETH5228,Afghan
ETH5229,"Arab, n.o.s."
ETH5230,Armenian
ETH5231,Assyrian
ETH5232,Azerbaijani
ETH5233,Georgian
ETH5234,Hazara
ETH5235,Iranian
ETH5236,Iraqi
ETH5237,Israeli
ETH5238,Jordanian
ETH5239,Kazakh
ETH5240,Kurd
ETH5241,Kuwaiti
ETH5242,Kyrgyz
ETH5243,Lebanese
ETH5244,Palestinian
ETH5245,Pashtun
ETH5246,Saudi Arabian
ETH5247,Syrian
ETH5248,Tajik
ETH5249,Tatar
ETH5250,Turk
ETH5251,Turkmen
ETH5252,Uighur
ETH5253,Uzbek
ETH5254,Yemeni
ETH5255,"West Central Asian and Middle Eastern origins, n.i.e."
ETH5256,South Asian origins
ETH5257,Bangladeshi
ETH5258,Bengali
ETH5259,Bhutanese
ETH5260,East Indian
ETH5261,Goan
ETH5262,Gujarati
ETH5263,Kashmiri
ETH5264,Nepali
ETH5265,Pakistani
ETH5266,Punjabi
ETH5267,Sinhalese
ETH5268,Sri Lankan
ETH5269,Tamil
ETH5270,"South Asian origins, n.i.e."
ETH5271,East and Southeast Asian origins
ETH5272,Burmese
ETH5273,Cambodian (Khmer)
ETH5274,Chinese
ETH5275,Filipino
ETH5276,Hmong
ETH5277,Indonesian
ETH5278,Japanese
ETH5279,Karen
ETH5280,Korean
ETH5281,Laotian
ETH5282,Malaysian
ETH5283,Mongolian
ETH5284,Singaporean
ETH5285,Taiwanese
ETH5286,Thai
ETH5287,Tibetan
ETH5288,Vietnamese
ETH5289,"East and Southeast Asian origins, n.i.e."
ETH5290,Other Asian origins
ETH5291,"Other Asian origins, n.i.e."
ETH5292,Oceania origins
ETH5293,Australian
ETH5294,New Zealander
ETH5295,Pacific Islands origins
ETH5296,Fijian
ETH5297,Hawaiian
ETH5298,Maori
ETH5299,Samoan
ETH5300,"Polynesian, n.o.s."
ETH5301,"Pacific Islands origins, n.i.e."
ETH5302,Total Ethnic Origin
ETH5303,North American Aboriginal origins
ETH5304,First Nations (North American Indian)
ETH5305,Inuit
ETH5306,Métis
ETH5307,Other North American origins
ETH5308,Acadian
ETH5309,American
ETH5310,Canadian
ETH5311,New Brunswicker
ETH5312,Newfoundlander
ETH5313,Nova Scotian
ETH5314,Ontarian
ETH5315,Québécois
ETH5316,"Other North American origins, n.i.e."
ETH5317,European origins
ETH5318,British Isles origins
ETH5319,Channel Islander
ETH5320,Cornish
ETH5321,English
ETH5322,Irish
ETH5323,Manx
ETH5324,Scottish
ETH5325,Welsh
ETH5326,"British Isles origins, n.i.e."
ETH5327,French origins
ETH5328,Alsatian
ETH5329,Breton
ETH5330,Corsican
ETH5331,French
ETH5332,Western European origins (except French origins)
ETH5333,Austrian
ETH5334,Bavarian
ETH5335,Belgian
ETH5336,Dutch
ETH5337,Flemish
ETH5338,Frisian
ETH5339,German
ETH5340,Luxembourger
ETH5341,Swiss
ETH5342,"Western European origins, n.i.e."
ETH5343,Northern European origins (except British Isles origins)
ETH5344,Danish
ETH5345,Finnish
ETH5346,Icelandic
ETH5347,Norwegian
ETH5348,Swedish
ETH5349,"Northern European origins, n.i.e."
ETH5350,Eastern European origins
ETH5351,Bulgarian
ETH5352,Byelorussian
ETH5353,Czech
ETH5354,"Czechoslovakian, n.o.s."
ETH5355,Estonian
ETH5356,Hungarian
ETH5357,Latvian
ETH5358,Lithuanian
ETH5359,Moldovan
ETH5360,Polish
ETH5361,Romanian
ETH5362,Russian
ETH5363,Slovak
ETH5364,Ukrainian
ETH5365,"Eastern European origins, n.i.e."
ETH5366,Southern European origins
ETH5367,Albanian
ETH5368,Bosnian
ETH5369,Catalan
ETH5370,Croatian
ETH5371,Cypriot
ETH5372,Greek
ETH5373,Italian
ETH5374,Kosovar
ETH5375,Macedonian
ETH5376,Maltese
ETH5377,Montenegrin
ETH5378,Portuguese
ETH5379,Serbian
ETH5380,Sicilian
ETH5381,Slovenian
ETH5382,Spanish
ETH5383,"Yugoslavian, n.o.s."
ETH5384,"Southern European origins, n.i.e."
ETH5385,Other European origins
ETH5386,Basque
ETH5387,Jewish
ETH5388,Roma (Gypsy)
ETH5389,"Slavic, n.o.s."
ETH5390,"Other European origins, n.i.e."
ETH5391,Caribbean origins
ETH5392,Antiguan
ETH5393,Bahamian
ETH5394,Barbadian
ETH5395,Bermudan
ETH5396,Carib
ETH5397,Cuban
ETH5398,Dominican
ETH5399,Grenadian
ETH5400,Guadeloupean
ETH5401,Haitian
ETH5402,Jamaican
ETH5403,Kittitian/Nevisian
ETH5404,Martinican
ETH5405,Montserratan
ETH5406,Puerto Rican
ETH5407,St. Lucian
ETH5408,Trinidadian/Tobagonian
ETH5409,Vincentian/Grenadinian
ETH5410,"West Indian, n.o.s."
ETH5411,"Caribbean origins, n.i.e."
ETH5412,"Latin, Central and South American origins"
ETH5413,Aboriginal from Central/South America (except Arawak and Maya)
ETH5414,Arawak
ETH5415,Argentinian
ETH5416,Belizean
ETH5417,Bolivian
ETH5418,Brazilian
ETH5419,Chilean
ETH5420,Colombian
ETH5421,Costa Rican
ETH5422,Ecuadorian
ETH5423,Guatemalan
ETH5424,Guyanese
ETH5425,Hispanic
ETH5426,Honduran
ETH5427,Maya
ETH5428,Mexican
ETH5429,Nicaraguan
ETH5430,Panamanian
ETH5431,Paraguayan
ETH5432,Peruvian
ETH5433,Salvadorean
ETH5434,Uruguayan
ETH5435,Venezuelan
ETH5436,"Latin, Central and South American origins, n.i.e."
ETH5437,African origins
ETH5438,Central and West African origins
ETH5439,Akan
ETH5440,Angolan
ETH5441,Ashanti
ETH5442,Beninese
ETH5443,Burkinabe
ETH5444,Cameroonian
ETH5445,Chadian
ETH5446,Congolese
ETH5447,Edo
ETH5448,Ewe
ETH5449,Gabonese
ETH5450,Gambian
ETH5451,Ghanaian
ETH5452,Guinean
ETH5453,Ibo
ETH5454,Ivorian
ETH5455,Liberian
ETH5456,Malian
ETH5457,Malinké
ETH5458,Nigerian
ETH5459,Peulh
ETH5460,Senegalese
ETH5461,Sierra Leonean
ETH5462,Togolese
ETH5463,Wolof
ETH5464,Yoruba
ETH5465,"Central and West African origins, n.i.e."
ETH5466,North African origins
ETH5467,Algerian
ETH5468,Berber
ETH5469,Coptic
ETH5470,Dinka
ETH5471,Egyptian
ETH5472,Libyan
ETH5473,Maure
ETH5474,Moroccan
ETH5475,Sudanese
ETH5476,Tunisian
ETH5477,"North African origins, n.i.e."
ETH5478,Southern and East African origins
ETH5479,Afrikaner
ETH5480,Amhara
ETH5481,"Bantu, n.o.s."
ETH5482,Burundian
ETH5483,Djiboutian
ETH5484,Eritrean
ETH5485,Ethiopian
ETH5486,Harari
ETH5487,Kenyan
ETH5488,Malagasy
ETH5489,Mauritian
ETH5490,Oromo
ETH5491,Rwandan
ETH5492,Seychellois
ETH5493,Somali
ETH5494,South African
ETH5495,Tanzanian
ETH5496,Tigrian
ETH5497,Ugandan
ETH5498,Zambian
ETH5499,Zimbabwean
ETH5500,Zulu
ETH5501,"Southern and East African origins, n.i.e."
ETH5502,Other African origins
ETH5503,"Black, n.o.s."
ETH5504,"Other African origins, n.i.e."
ETH5505,Asian origins
ETH5506,West Central Asian and Middle Eastern origins
ETH5507,Afghan
ETH5508,"Arab, n.o.s."
ETH5509,Armenian
ETH5510,Assyrian
ETH5511,Azerbaijani
ETH5512,Georgian
ETH5513,Hazara
ETH5514,Iranian
ETH5515,Iraqi
ETH5516,Israeli
ETH5517,Jordanian
ETH5518,Kazakh
ETH5519,Kurd
ETH5520,Kuwaiti
ETH5521,Kyrgyz
ETH5522,Lebanese
ETH5523,Palestinian
ETH5524,Pashtun
ETH5525,Saudi Arabian
ETH5526,Syrian
ETH5527,Tajik
ETH5528,Tatar
ETH5529,Turk
ETH5530,Turkmen
ETH5531,Uighur
ETH5532,Uzbek
ETH5533,Yemeni
ETH5534,"West Central Asian and Middle Eastern origins, n.i.e."
ETH5535,South Asian origins
ETH5536,Bangladeshi
ETH5537,Bengali
ETH5538,Bhutanese
ETH5539,East Indian
ETH5540,Goan
ETH5541,Gujarati
ETH5542,Kashmiri
ETH5543,Nepali
ETH5544,Pakistani
ETH5545,Punjabi
ETH5546,Sinhalese
ETH5547,Sri Lankan
ETH5548,Tamil
ETH5549,"South Asian origins, n.i.e."
ETH5550,East and Southeast Asian origins
ETH5551,Burmese
ETH5552,Cambodian (Khmer)
ETH5553,Chinese
ETH5554,Filipino
ETH5555,Hmong
ETH5556,Indonesian
ETH5557,Japanese
ETH5558,Karen
ETH5559,Korean
ETH5560,Laotian
ETH5561,Malaysian
ETH5562,Mongolian
ETH5563,Singaporean
ETH5564,Taiwanese
ETH5565,Thai
ETH5566,Tibetan
ETH5567,Vietnamese
ETH5568,"East and Southeast Asian origins, n.i.e."
ETH5569,Other Asian origins
ETH5570,"Other Asian origins, n.i.e."
ETH5571,Oceania origins
ETH5572,Australian
ETH5573,New Zealander
ETH5574,Pacific Islands origins
ETH5575,Fijian
ETH5576,Hawaiian
ETH5577,Maori
ETH5578,Samoan
ETH5579,"Polynesian, n.o.s."
ETH5580,"Pacific Islands origins, n.i.e."
ETH5581,Total Ethnic Origin
ETH5582,North American Aboriginal origins
ETH5583,First Nations (North American Indian)
ETH5584,Inuit
ETH5585,Métis
ETH5586,Other North American origins
ETH5587,Acadian
ETH5588,American
ETH5589,Canadian
ETH5590,New Brunswicker
ETH5591,Newfoundlander
ETH5592,Nova Scotian
ETH5593,Ontarian
ETH5594,Québécois
ETH5595,"Other North American origins, n.i.e."
ETH5596,European origins
ETH5597,British Isles origins
ETH5598,Channel Islander
ETH5599,Cornish
ETH5600,English
ETH5601,Irish
ETH5602,Manx
ETH5603,Scottish
ETH5604,Welsh
ETH5605,"British Isles origins, n.i.e."
ETH5606,French origins
ETH5607,Alsatian
ETH5608,Breton
ETH5609,Corsican
ETH5610,French
ETH5611,Western European origins (except French origins)
ETH5612,Austrian
ETH5613,Bavarian
ETH5614,Belgian
ETH5615,Dutch
ETH5616,Flemish
ETH5617,Frisian
ETH5618,German
ETH5619,Luxembourger
ETH5620,Swiss
ETH5621,"Western European origins, n.i.e."
ETH5622,Northern European origins (except British Isles origins)
ETH5623,Danish
ETH5624,Finnish
ETH5625,Icelandic
ETH5626,Norwegian
ETH5627,Swedish
ETH5628,"Northern European origins, n.i.e."
ETH5629,Eastern European origins
ETH5630,Bulgarian
ETH5631,Byelorussian
ETH5632,Czech
ETH5633,"Czechoslovakian, n.o.s."
ETH5634,Estonian
ETH5635,Hungarian
ETH5636,Latvian
ETH5637,Lithuanian
ETH5638,Moldovan
ETH5639,Polish
ETH5640,Romanian
ETH5641,Russian
ETH5642,Slovak
ETH5643,Ukrainian
ETH5644,"Eastern European origins, n.i.e."
ETH5645,Southern European origins
ETH5646,Albanian
ETH5647,Bosnian
ETH5648,Catalan
ETH5649,Croatian
ETH5650,Cypriot
ETH5651,Greek
ETH5652,Italian
ETH5653,Kosovar
ETH5654,Macedonian
ETH5655,Maltese
ETH5656,Montenegrin
ETH5657,Portuguese
ETH5658,Serbian
ETH5659,Sicilian
ETH5660,Slovenian
ETH5661,Spanish
ETH5662,"Yugoslavian, n.o.s."
ETH5663,"Southern European origins, n.i.e."
ETH5664,Other European origins
ETH5665,Basque
ETH5666,Jewish
ETH5667,Roma (Gypsy)
ETH5668,"Slavic, n.o.s."
ETH5669,"Other European origins, n.i.e."
ETH5670,Caribbean origins
ETH5671,Antiguan
ETH5672,Bahamian
ETH5673,Barbadian
ETH5674,Bermudan
ETH5675,Carib
ETH5676,Cuban
ETH5677,Dominican
ETH5678,Grenadian
ETH5679,Guadeloupean
ETH5680,Haitian
ETH5681,Jamaican
ETH5682,Kittitian/Nevisian
ETH5683,Martinican
ETH5684,Montserratan
ETH5685,Puerto Rican
ETH5686,St. Lucian
ETH5687,Trinidadian/Tobagonian
ETH5688,Vincentian/Grenadinian
ETH5689,"West Indian, n.o.s."
ETH5690,"Caribbean origins, n.i.e."
ETH5691,"Latin, Central and South American origins"
ETH5692,Aboriginal from Central/South America (except Arawak and Maya)
ETH5693,Arawak
ETH5694,Argentinian
ETH5695,Belizean
ETH5696,Bolivian
ETH5697,Brazilian
ETH5698,Chilean
ETH5699,Colombian
ETH5700,Costa Rican
ETH5701,Ecuadorian
ETH5702,Guatemalan
ETH5703,Guyanese
ETH5704,Hispanic
ETH5705,Honduran
ETH5706,Maya
ETH5707,Mexican
ETH5708,Nicaraguan
ETH5709,Panamanian
ETH5710,Paraguayan
ETH5711,Peruvian
ETH5712,Salvadorean
ETH5713,Uruguayan
ETH5714,Venezuelan
ETH5715,"Latin, Central and South American origins, n.i.e."
ETH5716,African origins
ETH5717,Central and West African origins
ETH5718,Akan
ETH5719,Angolan
ETH5720,Ashanti
ETH5721,Beninese
ETH5722,Burkinabe
ETH5723,Cameroonian
ETH5724,Chadian
ETH5725,Congolese
ETH5726,Edo
ETH5727,Ewe
ETH5728,Gabonese
ETH5729,Gambian
ETH5730,Ghanaian
ETH5731,Guinean
ETH5732,Ibo
ETH5733,Ivorian
ETH5734,Liberian
ETH5735,Malian
ETH5736,Malinké
ETH5737,Nigerian
ETH5738,Peulh
ETH5739,Senegalese
ETH5740,Sierra Leonean
ETH5741,Togolese
ETH5742,Wolof
ETH5743,Yoruba
ETH5744,"Central and West African origins, n.i.e."
ETH5745,North African origins
ETH5746,Algerian
ETH5747,Berber
ETH5748,Coptic
ETH5749,Dinka
ETH5750,Egyptian
ETH5751,Libyan
ETH5752,Maure
ETH5753,Moroccan
ETH5754,Sudanese
ETH5755,Tunisian
ETH5756,"North African origins, n.i.e."
ETH5757,Southern and East African origins
ETH5758,Afrikaner
ETH5759,Amhara
ETH5760,"Bantu, n.o.s."
ETH5761,Burundian
ETH5762,Djiboutian
ETH5763,Eritrean
ETH5764,Ethiopian
ETH5765,Harari
ETH5766,Kenyan
ETH5767,Malagasy
ETH5768,Mauritian
ETH5769,Oromo
ETH5770,Rwandan
