Ethnocultural_Key,Ethnoculture
ETH10101,Brazilian
ETH10102,Nigerian
ETH10103,Armenian
ETH10104,Slovak
ETH10105,"Eastern European, n.o.s."
ETH10106,Somali
ETH10107,Taiwanese
ETH10108,Iraqi
ETH10109,Salvadorean
ETH10110,African Caribbean
ETH10111,"East or Southeast Asian, n.o.s."
ETH10112,"West or Central Asian or Middle Eastern, n.o.s."
ETH10113,"Caribbean, n.o.s."
ETH10114,Algonquin
ETH10115,"West Indian, n.o.s."
ETH10116,Lithuanian
ETH10117,South African
ETH10118,Australian
ETH10119,Palestinian
ETH10120,Chilean
ETH10121,Congolese
ETH10122,Nova Scotian
ETH10123,Ethiopian
ETH10124,"Hispanic, n.o.s."
ETH10125,Peruvian
ETH10126,Yoruba
ETH10127,Cambodian (Khmer)
ETH10128,Berber
ETH10129,Albanian
ETH10130,Maltese
ETH10131,Macedonian
ETH10132,Slovenian
ETH10133,"Western European, n.o.s."
ETH10134,New Brunswicker
ETH10135,Gujarati
ETH10136,Eritrean
ETH10137,African Canadian
ETH10138,Israeli
ETH10139,Mohawk
ETH10140,"Czechoslovakian, n.o.s."
ETH10141,Bulgarian
ETH10142,Albertan
ETH10143,Ghanaian
ETH10144,Barbadian
ETH10145,African American
ETH10146,"Yugoslavian, n.o.s."
ETH10147,Tunisian
ETH10148,"Slavic, n.o.s."
ETH10149,Cuban
ETH10150,Bosnian
ETH10151,Venezuelan
ETH10152,"Innu/Montagnais, n.o.s."
ETH10153,Latvian
ETH10154,Bengali
ETH10155,Cameroonian
ETH10156,Guatemalan
ETH10157,Indonesian
ETH10158,Laotian
ETH10159,Ilocano
ETH10160,Northern Irish
ETH10161,"Celtic, n.o.s."
ETH10162,British Columbian
ETH10163,Ecuadorian
ETH10164,Franco Ontarian
ETH10165,Argentinian
ETH10166,Estonian
ETH10167,Kurdish
ETH10168,Fijian
ETH10169,Jatt
ETH10170,"North American, n.o.s."
ETH10171,Coptic
ETH10172,Thai
ETH10173,Dominican
ETH10174,Nepali
ETH10175,Kabyle
ETH10176,Assyrian
ETH10177,Igbo
ETH10178,Byelorussian
ETH10179,"Dene, n.o.s."
ETH10180,"Blackfoot, n.o.s."
ETH10181,Abenaki
ETH10182,Moldovan
ETH10183,"Iroquois (Haudenosaunee), n.o.s."
ETH10184,New Zealander
ETH10185,Sudanese
ETH10186,Breton
ETH10187,Pennsylvania Dutch
ETH10188,Malaysian
ETH10189,Plains Cree
ETH10190,"North African, n.o.s."
ETH10191,Huron (Wendat)
ETH10192,Saskatchewanian
ETH10193,Buddhist
ETH10194,Gaspesian
ETH10195,Norman
ETH10196,"Southern or East African, n.o.s."
ETH10197,Ivorian
ETH10198,Saulteaux
ETH10199,"Anishinaabe, n.o.s."
ETH10200,Burundian
ETH10201,Tigrinya
ETH10202,Nicaraguan
ETH10203,Mauritian
ETH10204,Kenyan
ETH10205,Oji-Cree
ETH10206,Vincentian
ETH10207,Jordanian
ETH10208,Manitoban
ETH10209,Cape Bretoner
ETH10210,Rwandan
ETH10211,Grenadian
ETH10212,Malayali
ETH10213,Chaldean
ETH10214,Sinhalese
ETH10215,Mayan
ETH10216,Honduran
ETH10217,Cherokee
ETH10218,Qalipu Mi'kmaq
ETH10219,Indo-Caribbean
ETH10220,Flemish
ETH10221,United Empire Loyalist
ETH10222,Senegalese
ETH10223,Azerbaijani
ETH10224,Sicilian
ETH10225,Pashtun
ETH10226,Malay
ETH10227,Goan
ETH10228,"Bantu, n.o.s."
ETH10229,Tibetan
ETH10230,Zimbabwean
ETH10231,Burmese
ETH10232,Mongolian
ETH10233,Azorean
ETH10234,Atikamekw
ETH10235,Bamileke
ETH10236,Indo-Guyanese
ETH10237,Ugandan
ETH10238,Oromo
ETH10239,Tanzanian
ETH10240,Yemeni
ETH10241,Central African
ETH10242,Libyan
ETH10243,Basque
ETH10244,Uruguayan
ETH10245,"Akan, n.o.s."
ETH10246,"Central or West African, n.o.s."
ETH10247,Igorot
ETH10248,Fulani
ETH10249,Woodland Cree
ETH10250,Guinean
ETH10251,St. Lucian
ETH10252,Prince Edward Islander
ETH10253,Maliseet
ETH10254,Beninese
ETH10255,Telugu
ETH10256,Roma
ETH10257,Costa Rican
ETH10258,African Nova Scotian
ETH10259,Malagasy
ETH10260,Kashmiri
ETH10261,Singaporean
ETH10262,Karen
ETH10263,Edo
ETH10264,Tajik
ETH10265,Amhara
ETH10266,Paraguayan
ETH10267,Total - Ethnic or cultural origin for the population in private households - 25% sample data
ETH10268,Canadian
ETH10269,English
ETH10270,Irish
ETH10271,Scottish
ETH10272,"French, n.o.s."
ETH10273,German
ETH10274,Chinese
ETH10275,Italian
ETH10276,Indian (India)
ETH10277,Ukrainian
ETH10278,Dutch
ETH10279,Polish
ETH10280,Québécois
ETH10281,"British Isles, n.o.s."
ETH10282,Filipino
ETH10283,French Canadian
ETH10284,"Caucasian (White), n.o.s."
ETH10285,"First Nations (North American Indian), n.o.s."
ETH10286,Métis
ETH10287,"European, n.o.s."
ETH10288,Russian
ETH10289,Norwegian
ETH10290,Welsh
ETH10291,Portuguese
ETH10292,American
ETH10293,Spanish
ETH10294,Swedish
ETH10295,Hungarian
ETH10296,Acadian
ETH10297,Pakistani
ETH10298,"African, n.o.s."
ETH10299,Jewish
ETH10300,Punjabi
ETH10301,Vietnamese
ETH10302,"Arab, n.o.s."
ETH10303,Greek
ETH10304,Jamaican
ETH10305,"Asian, n.o.s."
ETH10306,"Cree, n.o.s."
ETH10307,Korean
ETH10308,Romanian
ETH10309,Lebanese
ETH10310,Iranian
ETH10311,"Christian, n.i.e."
ETH10312,Danish
ETH10313,"North American Indigenous, n.o.s."
ETH10314,Sikh
ETH10315,Austrian
ETH10316,Belgian
ETH10317,Haitian
ETH10318,Hindu
ETH10319,Mexican
ETH10320,Mennonite
ETH10321,Swiss
ETH10322,Finnish
ETH10323,Sri Lankan
ETH10324,Croatian
ETH10325,Japanese
ETH10326,"South Asian, n.o.s."
ETH10327,"Mi'kmaq, n.o.s."
ETH10328,"Northern European, n.o.s."
ETH10329,Muslim
ETH10330,Egyptian
ETH10331,"Latin, Central or South American, n.o.s."
ETH10332,Tamil
ETH10333,Icelandic
ETH10334,Colombian
ETH10335,Moroccan
ETH10336,Czech
ETH10337,Syrian
ETH10338,Guyanese
ETH10339,Afghan
ETH10340,"Black, n.o.s."
ETH10341,Serbian
ETH10342,Ojibway
ETH10343,Newfoundlander
ETH10344,Hong Konger
ETH10345,Ontarian
ETH10346,Persian
ETH10347,Trinidadian/Tobagonian
ETH10348,Turkish
ETH10349,"Inuit, n.o.s."
ETH10350,Bangladeshi
ETH10351,Algerian
ETH10352,Brazilian
ETH10353,Nigerian
ETH10354,Armenian
ETH10355,Slovak
ETH10356,"Eastern European, n.o.s."
ETH10357,Somali
ETH10358,Taiwanese
ETH10359,Iraqi
ETH10360,Salvadorean
ETH10361,African Caribbean
ETH10362,"East or Southeast Asian, n.o.s."
ETH10363,"West or Central Asian or Middle Eastern, n.o.s."
ETH10364,"Caribbean, n.o.s."
ETH10365,Algonquin
ETH10366,"West Indian, n.o.s."
ETH10367,Lithuanian
ETH10368,South African
ETH10369,Australian
ETH10370,Palestinian
ETH10371,Chilean
ETH10372,Congolese
ETH10373,Nova Scotian
ETH10374,Ethiopian
ETH10375,"Hispanic, n.o.s."
ETH10376,Peruvian
ETH10377,Yoruba
ETH10378,Cambodian (Khmer)
ETH10379,Berber
ETH10380,Albanian
ETH10381,Maltese
ETH10382,Macedonian
ETH10383,Slovenian
ETH10384,"Western European, n.o.s."
ETH10385,New Brunswicker
ETH10386,Gujarati
ETH10387,Eritrean
ETH10388,African Canadian
ETH10389,Israeli
ETH10390,Mohawk
ETH10391,"Czechoslovakian, n.o.s."
ETH10392,Bulgarian
ETH10393,Albertan
ETH10394,Ghanaian
ETH10395,Barbadian
ETH10396,African American
ETH10397,"Yugoslavian, n.o.s."
ETH10398,Tunisian
ETH10399,"Slavic, n.o.s."
ETH10400,Cuban
ETH10401,Bosnian
ETH10402,Venezuelan
ETH10403,"Innu/Montagnais, n.o.s."
ETH10404,Latvian
ETH10405,Bengali
ETH10406,Cameroonian
ETH10407,Guatemalan
ETH10408,Indonesian
ETH10409,Laotian
ETH10410,Ilocano
ETH10411,Northern Irish
ETH10412,"Celtic, n.o.s."
ETH10413,British Columbian
ETH10414,Ecuadorian
ETH10415,Franco Ontarian
ETH10416,Argentinian
ETH10417,Estonian
ETH10418,Kurdish
ETH10419,Fijian
ETH10420,Jatt
ETH10421,"North American, n.o.s."
ETH10422,Coptic
ETH10423,Thai
ETH10424,Dominican
ETH10425,Nepali
ETH10426,Kabyle
ETH10427,Assyrian
ETH10428,Igbo
ETH10429,Byelorussian
ETH10430,"Dene, n.o.s."
ETH10431,"Blackfoot, n.o.s."
ETH10432,Abenaki
ETH10433,Moldovan
ETH10434,"Iroquois (Haudenosaunee), n.o.s."
ETH10435,New Zealander
ETH10436,Sudanese
ETH10437,Breton
ETH10438,Pennsylvania Dutch
ETH10439,Malaysian
ETH10440,Plains Cree
ETH10441,"North African, n.o.s."
ETH10442,Huron (Wendat)
ETH10443,Saskatchewanian
ETH10444,Buddhist
ETH10445,Gaspesian
ETH10446,Norman
ETH10447,"Southern or East African, n.o.s."
ETH10448,Ivorian
ETH10449,Saulteaux
ETH10450,"Anishinaabe, n.o.s."
ETH10451,Burundian
ETH10452,Tigrinya
ETH10453,Nicaraguan
ETH10454,Mauritian
ETH10455,Kenyan
ETH10456,Oji-Cree
ETH10457,Vincentian
ETH10458,Jordanian
ETH10459,Manitoban
ETH10460,Cape Bretoner
ETH10461,Rwandan
ETH10462,Grenadian
ETH10463,Malayali
ETH10464,Chaldean
ETH10465,Sinhalese
ETH10466,Mayan
ETH10467,Honduran
ETH10468,Cherokee
ETH10469,Qalipu Mi'kmaq
ETH10470,Indo-Caribbean
ETH10471,Flemish
ETH10472,United Empire Loyalist
ETH10473,Senegalese
ETH10474,Azerbaijani
ETH10475,Sicilian
ETH10476,Pashtun
ETH10477,Malay
ETH10478,Goan
ETH10479,"Bantu, n.o.s."
ETH10480,Tibetan
ETH10481,Zimbabwean
ETH10482,Burmese
ETH10483,Mongolian
ETH10484,Azorean
ETH10485,Atikamekw
ETH10486,Bamileke
ETH10487,Indo-Guyanese
ETH10488,Ugandan
ETH10489,Oromo
ETH10490,Tanzanian
ETH10491,Yemeni
ETH10492,Central African
ETH10493,Libyan
ETH10494,Basque
ETH10495,Uruguayan
ETH10496,"Akan, n.o.s."
ETH10497,"Central or West African, n.o.s."
ETH10498,Igorot
ETH10499,Fulani
ETH10500,Woodland Cree
ETH10501,Guinean
ETH10502,St. Lucian
ETH10503,Prince Edward Islander
ETH10504,Maliseet
ETH10505,Beninese
ETH10506,Telugu
ETH10507,Roma
ETH10508,Costa Rican
ETH10509,African Nova Scotian
ETH10510,Malagasy
ETH10511,Kashmiri
ETH10512,Singaporean
ETH10513,Karen
ETH10514,Edo
ETH10515,Tajik
ETH10516,Amhara
ETH10517,Paraguayan
ETH10518,Total - Ethnic or cultural origin for the population in private households - 25% sample data
ETH10519,Canadian
ETH10520,English
ETH10521,Irish
ETH10522,Scottish
ETH10523,"French, n.o.s."
ETH10524,German
ETH10525,Chinese
ETH10526,Italian
ETH10527,Indian (India)
ETH10528,Ukrainian
ETH10529,Dutch
ETH10530,Polish
ETH10531,Québécois
ETH10532,"British Isles, n.o.s."
ETH10533,Filipino
ETH10534,French Canadian
ETH10535,"Caucasian (White), n.o.s."
ETH10536,"First Nations (North American Indian), n.o.s."
ETH10537,Métis
ETH10538,"European, n.o.s."
ETH10539,Russian
ETH10540,Norwegian
ETH10541,Welsh
ETH10542,Portuguese
ETH10543,American
ETH10544,Spanish
ETH10545,Swedish
ETH10546,Hungarian
ETH10547,Acadian
ETH10548,Pakistani
ETH10549,"African, n.o.s."
ETH10550,Jewish
ETH10551,Punjabi
ETH10552,Vietnamese
ETH10553,"Arab, n.o.s."
ETH10554,Greek
ETH10555,Jamaican
ETH10556,"Asian, n.o.s."
ETH10557,"Cree, n.o.s."
ETH10558,Korean
ETH10559,Romanian
ETH10560,Lebanese
ETH10561,Iranian
ETH10562,"Christian, n.i.e."
ETH10563,Danish
ETH10564,"North American Indigenous, n.o.s."
ETH10565,Sikh
ETH10566,Austrian
ETH10567,Belgian
ETH10568,Haitian
ETH10569,Hindu
ETH10570,Mexican
ETH10571,Mennonite
ETH10572,Swiss
ETH10573,Finnish
ETH10574,Sri Lankan
ETH10575,Croatian
ETH10576,Japanese
ETH10577,"South Asian, n.o.s."
ETH10578,"Mi'kmaq, n.o.s."
ETH10579,"Northern European, n.o.s."
ETH10580,Muslim
ETH10581,Egyptian
ETH10582,"Latin, Central or South American, n.o.s."
ETH10583,Tamil
ETH10584,Icelandic
ETH10585,Colombian
ETH10586,Moroccan
ETH10587,Czech
ETH10588,Syrian
ETH10589,Guyanese
ETH10590,Afghan
ETH10591,"Black, n.o.s."
ETH10592,Serbian
ETH10593,Ojibway
ETH10594,Newfoundlander
ETH10595,Hong Konger
ETH10596,Ontarian
ETH10597,Persian
ETH10598,Trinidadian/Tobagonian
ETH10599,Turkish
ETH10600,"Inuit, n.o.s."
ETH10601,Bangladeshi
ETH10602,Algerian
ETH10603,Brazilian
ETH10604,Nigerian
ETH10605,Armenian
ETH10606,Slovak
ETH10607,"Eastern European, n.o.s."
ETH10608,Somali
ETH10609,Taiwanese
ETH10610,Iraqi
ETH10611,Salvadorean
ETH10612,African Caribbean
ETH10613,"East or Southeast Asian, n.o.s."
ETH10614,"West or Central Asian or Middle Eastern, n.o.s."
ETH10615,"Caribbean, n.o.s."
ETH10616,Algonquin
ETH10617,"West Indian, n.o.s."
ETH10618,Lithuanian
ETH10619,South African
ETH10620,Australian
ETH10621,Palestinian
ETH10622,Chilean
ETH10623,Congolese
ETH10624,Nova Scotian
ETH10625,Ethiopian
ETH10626,"Hispanic, n.o.s."
ETH10627,Peruvian
ETH10628,Yoruba
ETH10629,Cambodian (Khmer)
ETH10630,Berber
ETH10631,Albanian
ETH10632,Maltese
ETH10633,Macedonian
ETH10634,Slovenian
ETH10635,"Western European, n.o.s."
ETH10636,New Brunswicker
ETH10637,Gujarati
ETH10638,Eritrean
ETH10639,African Canadian
ETH10640,Israeli
ETH10641,Mohawk
ETH10642,"Czechoslovakian, n.o.s."
ETH10643,Bulgarian
ETH10644,Albertan
ETH10645,Ghanaian
ETH10646,Barbadian
ETH10647,African American
ETH10648,"Yugoslavian, n.o.s."
ETH10649,Tunisian
ETH10650,"Slavic, n.o.s."
ETH10651,Cuban
ETH10652,Bosnian
ETH10653,Venezuelan
ETH10654,"Innu/Montagnais, n.o.s."
ETH10655,Latvian
ETH10656,Bengali
ETH10657,Cameroonian
ETH10658,Guatemalan
ETH10659,Indonesian
ETH10660,Laotian
ETH10661,Ilocano
ETH10662,Northern Irish
ETH10663,"Celtic, n.o.s."
ETH10664,British Columbian
ETH10665,Ecuadorian
ETH10666,Franco Ontarian
ETH10667,Argentinian
ETH10668,Estonian
ETH10669,Kurdish
ETH10670,Fijian
ETH10671,Jatt
ETH10672,"North American, n.o.s."
ETH10673,Coptic
ETH10674,Thai
ETH10675,Dominican
ETH10676,Nepali
ETH10677,Kabyle
ETH10678,Assyrian
ETH10679,Igbo
ETH10680,Byelorussian
ETH10681,"Dene, n.o.s."
ETH10682,"Blackfoot, n.o.s."
ETH10683,Abenaki
ETH10684,Moldovan
ETH10685,"Iroquois (Haudenosaunee), n.o.s."
ETH10686,New Zealander
ETH10687,Sudanese
ETH10688,Breton
ETH10689,Pennsylvania Dutch
ETH10690,Malaysian
ETH10691,Plains Cree
ETH10692,"North African, n.o.s."
ETH10693,Huron (Wendat)
ETH10694,Saskatchewanian
ETH10695,Buddhist
ETH10696,Gaspesian
ETH10697,Norman
ETH10698,"Southern or East African, n.o.s."
ETH10699,Ivorian
ETH10700,Saulteaux
ETH10701,"Anishinaabe, n.o.s."
ETH10702,Burundian
ETH10703,Tigrinya
ETH10704,Nicaraguan
ETH10705,Mauritian
ETH10706,Kenyan
ETH10707,Oji-Cree
ETH10708,Vincentian
ETH10709,Jordanian
ETH10710,Manitoban
ETH10711,Cape Bretoner
ETH10712,Rwandan
ETH10713,Grenadian
ETH10714,Malayali
ETH10715,Chaldean
ETH10716,Sinhalese
ETH10717,Mayan
ETH10718,Honduran
ETH10719,Cherokee
ETH10720,Qalipu Mi'kmaq
ETH10721,Indo-Caribbean
ETH10722,Flemish
ETH10723,United Empire Loyalist
ETH10724,Senegalese
ETH10725,Azerbaijani
ETH10726,Sicilian
ETH10727,Pashtun
ETH10728,Malay
ETH10729,Goan
ETH10730,"Bantu, n.o.s."
ETH10731,Tibetan
ETH10732,Zimbabwean
ETH10733,Burmese
ETH10734,Mongolian
ETH10735,Azorean
ETH10736,Atikamekw
ETH10737,Bamileke
ETH10738,Indo-Guyanese
ETH10739,Ugandan
ETH10740,Oromo
ETH10741,Tanzanian
ETH10742,Yemeni
ETH10743,Central African
ETH10744,Libyan
ETH10745,Basque
ETH10746,Uruguayan
ETH10747,"Akan, n.o.s."
ETH10748,"Central or West African, n.o.s."
ETH10749,Igorot
ETH10750,Fulani
ETH10751,Woodland Cree
ETH10752,Guinean
ETH10753,St. Lucian
ETH10754,Prince Edward Islander
ETH10755,Maliseet
ETH10756,Beninese
ETH10757,Telugu
ETH10758,Roma
ETH10759,Costa Rican
ETH10760,African Nova Scotian
ETH10761,Malagasy
ETH10762,Kashmiri
ETH10763,Singaporean
ETH10764,Karen
ETH10765,Edo
ETH10766,Tajik
ETH10767,Amhara
ETH10768,Paraguayan
ETH10769,Total - Ethnic or cultural origin for the population in private households - 25% sample data
ETH10770,Canadian
ETH10771,English
ETH10772,Irish
ETH10773,Scottish
ETH10774,"French, n.o.s."
ETH10775,German
ETH10776,Chinese
ETH10777,Italian
ETH10778,Indian (India)
ETH10779,Ukrainian
ETH10780,Dutch
ETH10781,Polish
ETH10782,Québécois
ETH10783,"British Isles, n.o.s."
ETH10784,Filipino
ETH10785,French Canadian
ETH10786,"Caucasian (White), n.o.s."
ETH10787,"First Nations (North American Indian), n.o.s."
ETH10788,Métis
ETH10789,"European, n.o.s."
ETH10790,Russian
ETH10791,Norwegian
ETH10792,Welsh
ETH10793,Portuguese
ETH10794,American
ETH10795,Spanish
ETH10796,Swedish
ETH10797,Hungarian
ETH10798,Acadian
ETH10799,Pakistani
ETH10800,"African, n.o.s."
ETH10801,Jewish
ETH10802,Punjabi
ETH10803,Vietnamese
ETH10804,"Arab, n.o.s."
ETH10805,Greek
ETH10806,Jamaican
ETH10807,"Asian, n.o.s."
ETH10808,"Cree, n.o.s."
ETH10809,Korean
ETH10810,Romanian
ETH10811,Lebanese
ETH10812,Iranian
ETH10813,"Christian, n.i.e."
ETH10814,Danish
ETH10815,"North American Indigenous, n.o.s."
ETH10816,Sikh
ETH10817,Austrian
ETH10818,Belgian
ETH10819,Haitian
ETH10820,Hindu
ETH10821,Mexican
ETH10822,Mennonite
ETH10823,Swiss
ETH10824,Finnish
ETH10825,Sri Lankan
ETH10826,Croatian
ETH10827,Japanese
ETH10828,"South Asian, n.o.s."
ETH10829,"Mi'kmaq, n.o.s."
ETH10830,"Northern European, n.o.s."
ETH10831,Muslim
ETH10832,Egyptian
ETH10833,"Latin, Central or South American, n.o.s."
ETH10834,Tamil
ETH10835,Icelandic
ETH10836,Colombian
ETH10837,Moroccan
ETH10838,Czech
ETH10839,Syrian
ETH10840,Guyanese
ETH10841,Afghan
ETH10842,"Black, n.o.s."
ETH10843,Serbian
ETH10844,Ojibway
ETH10845,Newfoundlander
ETH10846,Hong Konger
ETH10847,Ontarian
ETH10848,Persian
ETH10849,Trinidadian/Tobagonian
ETH10850,Turkish
ETH10851,"Inuit, n.o.s."
ETH10852,Bangladeshi
ETH10853,Algerian
ETH10854,Brazilian
ETH10855,Nigerian
ETH10856,Armenian
ETH10857,Slovak
ETH10858,"Eastern European, n.o.s."
ETH10859,Somali
ETH10860,Taiwanese
ETH10861,Iraqi
ETH10862,Salvadorean
ETH10863,African Caribbean
ETH10864,"East or Southeast Asian, n.o.s."
ETH10865,"West or Central Asian or Middle Eastern, n.o.s."
ETH10866,"Caribbean, n.o.s."
ETH10867,Algonquin
ETH10868,"West Indian, n.o.s."
ETH10869,Lithuanian
ETH10870,South African
ETH10871,Australian
ETH10872,Palestinian
ETH10873,Chilean
ETH10874,Congolese
ETH10875,Nova Scotian
ETH10876,Ethiopian
ETH10877,"Hispanic, n.o.s."
ETH10878,Peruvian
ETH10879,Yoruba
ETH10880,Cambodian (Khmer)
ETH10881,Berber
ETH10882,Albanian
ETH10883,Maltese
ETH10884,Macedonian
ETH10885,Slovenian
ETH10886,"Western European, n.o.s."
ETH10887,New Brunswicker
ETH10888,Gujarati
ETH10889,Eritrean
ETH10890,African Canadian
ETH10891,Israeli
ETH10892,Mohawk
ETH10893,"Czechoslovakian, n.o.s."
ETH10894,Bulgarian
ETH10895,Albertan
ETH10896,Ghanaian
ETH10897,Barbadian
ETH10898,African American
ETH10899,"Yugoslavian, n.o.s."
ETH10900,Tunisian
ETH10901,"Slavic, n.o.s."
ETH10902,Cuban
ETH10903,Bosnian
ETH10904,Venezuelan
ETH10905,"Innu/Montagnais, n.o.s."
ETH10906,Latvian
ETH10907,Bengali
ETH10908,Cameroonian
ETH10909,Guatemalan
ETH10910,Indonesian
ETH10911,Laotian
ETH10912,Ilocano
ETH10913,Northern Irish
ETH10914,"Celtic, n.o.s."
ETH10915,British Columbian
ETH10916,Ecuadorian
ETH10917,Franco Ontarian
ETH10918,Argentinian
ETH10919,Estonian
ETH10920,Kurdish
ETH10921,Fijian
ETH10922,Jatt
ETH10923,"North American, n.o.s."
ETH10924,Coptic
ETH10925,Thai
ETH10926,Dominican
ETH10927,Nepali
ETH10928,Kabyle
ETH10929,Assyrian
ETH10930,Igbo
ETH10931,Byelorussian
ETH10932,"Dene, n.o.s."
ETH10933,"Blackfoot, n.o.s."
ETH10934,Abenaki
ETH10935,Moldovan
ETH10936,"Iroquois (Haudenosaunee), n.o.s."
ETH10937,New Zealander
ETH10938,Sudanese
ETH10939,Breton
ETH10940,Pennsylvania Dutch
ETH10941,Malaysian
ETH10942,Plains Cree
ETH10943,"North African, n.o.s."
ETH10944,Huron (Wendat)
ETH10945,Saskatchewanian
ETH10946,Buddhist
ETH10947,Gaspesian
ETH10948,Norman
ETH10949,"Southern or East African, n.o.s."
ETH10950,Ivorian
ETH10951,Saulteaux
ETH10952,"Anishinaabe, n.o.s."
ETH10953,Burundian
ETH10954,Tigrinya
ETH10955,Nicaraguan
ETH10956,Mauritian
ETH10957,Kenyan
ETH10958,Oji-Cree
ETH10959,Vincentian
ETH10960,Jordanian
ETH10961,Manitoban
ETH10962,Cape Bretoner
ETH10963,Rwandan
ETH10964,Grenadian
ETH10965,Malayali
ETH10966,Chaldean
ETH10967,Sinhalese
ETH10968,Mayan
ETH10969,Honduran
ETH10970,Cherokee
ETH10971,Qalipu Mi'kmaq
ETH10972,Indo-Caribbean
ETH10973,Flemish
ETH10974,United Empire Loyalist
ETH10975,Senegalese
ETH10976,Azerbaijani
ETH10977,Sicilian
ETH10978,Pashtun
ETH10979,Malay
ETH10980,Goan
ETH10981,"Bantu, n.o.s."
ETH10982,Tibetan
ETH10983,Zimbabwean
ETH10984,Burmese
ETH10985,Mongolian
ETH10986,Azorean
ETH10987,Atikamekw
ETH10988,Bamileke
ETH10989,Indo-Guyanese
ETH10990,Ugandan
ETH10991,Oromo
ETH10992,Tanzanian
ETH10993,Yemeni
ETH10994,Central African
ETH10995,Libyan
ETH10996,Basque
ETH10997,Uruguayan
ETH10998,"Akan, n.o.s."
ETH10999,"Central or West African, n.o.s."
ETH11000,Igorot
ETH11001,Fulani
ETH11002,Woodland Cree
ETH11003,Guinean
ETH11004,St. Lucian
ETH11005,Prince Edward Islander
ETH11006,Maliseet
ETH11007,Beninese
ETH11008,Telugu
ETH11009,Roma
ETH11010,Costa Rican
ETH11011,African Nova Scotian
ETH11012,Malagasy
ETH11013,Kashmiri
ETH11014,Singaporean
ETH11015,Karen
ETH11016,Edo
ETH11017,Tajik
ETH11018,Amhara
ETH11019,Paraguayan
ETH11020,Total - Ethnic or cultural origin for the population in private households - 25% sample data
ETH11021,Canadian
ETH11022,English
ETH11023,Irish
ETH11024,Scottish
ETH11025,"French, n.o.s."
ETH11026,German
ETH11027,Chinese
ETH11028,Italian
ETH11029,Indian (India)
ETH11030,Ukrainian
ETH11031,Dutch
ETH11032,Polish
ETH11033,Québécois
ETH11034,"British Isles, n.o.s."
ETH11035,Filipino
ETH11036,French Canadian
ETH11037,"Caucasian (White), n.o.s."
ETH11038,"First Nations (North American Indian), n.o.s."
ETH11039,Métis
ETH11040,"European, n.o.s."
ETH11041,Russian
ETH11042,Norwegian
ETH11043,Welsh
ETH11044,Portuguese
ETH11045,American
ETH11046,Spanish
ETH11047,Swedish
ETH11048,Hungarian
ETH11049,Acadian
ETH11050,Pakistani
ETH11051,"African, n.o.s."
ETH11052,Jewish
ETH11053,Punjabi
ETH11054,Vietnamese
ETH11055,"Arab, n.o.s."
ETH11056,Greek
ETH11057,Jamaican
ETH11058,"Asian, n.o.s."
ETH11059,"Cree, n.o.s."
ETH11060,Korean
ETH11061,Romanian
ETH11062,Lebanese
ETH11063,Iranian
ETH11064,"Christian, n.i.e."
ETH11065,Danish
ETH11066,"North American Indigenous, n.o.s."
ETH11067,Sikh
ETH11068,Austrian
ETH11069,Belgian
ETH11070,Haitian
ETH11071,Hindu
ETH11072,Mexican
ETH11073,Mennonite
ETH11074,Swiss
ETH11075,Finnish
ETH11076,Sri Lankan
ETH11077,Croatian
ETH11078,Japanese
ETH11079,"South Asian, n.o.s."
ETH11080,"Mi'kmaq, n.o.s."
ETH11081,"Northern European, n.o.s."
ETH11082,Muslim
ETH11083,Egyptian
ETH11084,"Latin, Central or South American, n.o.s."
ETH11085,Tamil
ETH11086,Icelandic
ETH11087,Colombian
ETH11088,Moroccan
ETH11089,Czech
ETH11090,Syrian
ETH11091,Guyanese
ETH11092,Afghan
ETH11093,"Black, n.o.s."
ETH11094,Serbian
ETH11095,Ojibway
ETH11096,Newfoundlander
ETH11097,Hong Konger
ETH11098,Ontarian
ETH11099,Persian
ETH11100,Trinidadian/Tobagonian
ETH11101,Turkish
ETH11102,"Inuit, n.o.s."
ETH11103,Bangladeshi
ETH11104,Algerian
ETH11105,Brazilian
ETH11106,Nigerian
ETH11107,Armenian
ETH11108,Slovak
ETH11109,"Eastern European, n.o.s."
ETH11110,Somali
ETH11111,Taiwanese
ETH11112,Iraqi
ETH11113,Salvadorean
ETH11114,African Caribbean
ETH11115,"East or Southeast Asian, n.o.s."
ETH11116,"West or Central Asian or Middle Eastern, n.o.s."
ETH11117,"Caribbean, n.o.s."
ETH11118,Algonquin
ETH11119,"West Indian, n.o.s."
ETH11120,Lithuanian
ETH11121,South African
ETH11122,Australian
ETH11123,Palestinian
ETH11124,Chilean
ETH11125,Congolese
ETH11126,Nova Scotian
ETH11127,Ethiopian
ETH11128,"Hispanic, n.o.s."
ETH11129,Peruvian
ETH11130,Yoruba
ETH11131,Cambodian (Khmer)
ETH11132,Berber
ETH11133,Albanian
ETH11134,Maltese
ETH11135,Macedonian
ETH11136,Slovenian
ETH11137,"Western European, n.o.s."
ETH11138,New Brunswicker
ETH11139,Gujarati
ETH11140,Eritrean
ETH11141,African Canadian
ETH11142,Israeli
ETH11143,Mohawk
ETH11144,"Czechoslovakian, n.o.s."
ETH11145,Bulgarian
ETH11146,Albertan
ETH11147,Ghanaian
ETH11148,Barbadian
ETH11149,African American
ETH11150,"Yugoslavian, n.o.s."
