Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Est_Const_Cost
15 232867 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,5150,YONGE,ST, ,M2N,7131370,N2302,2015-10-05,2015-11-30,2016-06-27,Closed,Alterations - Fit 4 Less - Concourse Level Unit C44,300000
15 235047 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,635,DANFORTH,AVE, ,M4K,789755,S3002,2015-10-08,2015-10-22,2016-12-19,Closed,"Proposal for interior alterations to existing fitness centre - ""Goodlife Fitness""",50000
15 236903 BLD,Building Additions/Alterations,Art Gallery,Interior Alterations,317,DUNDAS,ST,W,M5T,796549,S2011,2015-10-13,2015-10-27,2016-01-22,Closed,interior alterations to data server room UNIT 006,10000
15 252257 BLD,Building Additions/Alterations,Recreational,Interior Alterations,24,PROGRESS,AVE, ,M1P,9638341,E4006,2015-11-16,2016-01-12,2016-04-15,Closed,"UPGRADE THE SUBJECT UNIT TO CONFORM THE OBC 2012 STANDARD:
1. UPGRADE EXISTING UNIVERSAL WASHROOM
2. UPGRADE EXISTING ACCESS WITH BARRIER-FREE STANDARD TO STUDIO AREA",10000
15 257772 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,4750,YONGE,ST, ,M2N,9066025,N2305,2015-11-27,2016-01-07,2016-07-04,Closed,Permit for interior alterations to suit new hair salon tenant.,40000
15 258422 BLD,New Building,Recreational,New Building,2388,JANE,ST, ,M3M,531021,W0708,2015-11-30,2016-05-13,2016-08-30,Closed,Proposal to construct a new pole building for equipment storage and maintenance on Oakdale Golf & Country Club site,83000
15 260479 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,180,QUEENS PLATE,DR, ,M9W,9655496,W0202,2015-12-03,2016-02-05,2016-06-13,Closed,Interior alterations and fit-out of existing mercantile tenant space to create a new fitness centre tenant space.,570000
15 265553 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,20,RICHMOND,ST,E,M5C,8313076,S2807,2015-12-15,2016-01-05,2016-03-14,Closed,Interior alterations for barber shop Unit 112,30000
16 111140 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1187,KENNEDY,RD, ,M1P,30041015,E3704,2016-02-01,2016-07-28,2016-10-13,Closed,Proposed major interior alterations to ground floor.,300000
16 122349 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,3830,BLOOR,ST,W,M9B,8731063,W0501,2016-03-01,2016-03-07,2016-05-16,Closed,"Proposal for interior alterations for ""Raw Beauty Bar""  beauty salon.",120000
16 172708 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,575,ST CLAIR,AVE,W,M6C,14068151,S2108,2016-06-13,2016-07-19,2016-10-04,Closed,"Proposal for interior alterations to the ground floor and basement of an existing retail unit for new fitness studio - ""Philosophy Fitness""",60000
16 190899 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,181,BAY,ST, ,M5J,10224291,S2809,2016-07-14,2016-07-25,2016-12-23,Closed,Proposed interior for 'Blowdry Lounge'.,60700
00 132345 CMB,Non-Residential Building Permit,Museum,Addition/Alteration to Existing Building,100,GARRISON,RD, ,M5V,807841,S1028,2000-03-03,2000-05-23,,Inspection,"make interior alterations, reconstruct portion of barracks builing.Fort York.  Blue Barracks.'HISTORICAL'",760000
00 140394 CMB,Non-Residential Building Permit,Club,Addition/Alteration to Existing Building,141,ST GEORGE,ST, ,M5R,4030666,S1127,2000-04-11,2000-06-26,,Inspection,make interior alterations to existing club building (area 310.3m2); HISTORICAL (w23),200000
00 143104 CMB,Non-Residential Building Permit,Club,New Building,1675,LAKE SHORE,BLVD,E,###,7650406,S1941,2000-04-19,2000-04-25,,Inspection,ERECT AN ACCESSORY STRUCTURE 21' X 60.5' FOR THE STORAGE OF CANOES IN CONNECTION WITH THE BALMY BEACH CANOE CLUB.,9241
00 147379 CMB,Non-Residential Building Permit,Museum,Alteration to Existing Building,330,WALMER,RD, ,M5R,7986485,S1236,2000-05-04,2000-08-30,,Inspection,MAKE INTERIOR ALTERATIONS BY RECONSTRUCTING FLOOR SLAB IN EXISTING POTTING SHED. Hold for Field Review Commitment form Arch and Struct.Eng./HistoricalBoard.Hold for Toronto historical board letter of clearance.,200000
00 148785 CMB,Non-Residential Building Permit,Club,Alteration to Existing Building,20,GROSVENOR,ST, ,M4Y,7762640,S1325,2000-05-08,2000-06-22,,Inspection,make laterations to fire alarm system.   edc,90000
00 156491 CMB,Non-Residential Building Permit,"Hair, Barber and Other Salon",Alteration to Existing Building,700,THE QUEENSWAY, , ,M8Y,9084984,W0328,2000-05-30,2001-04-26,,Inspection,Interior Alterations to Tanning Salon.    Plumbing permit includedA130 (area)  ,20000
00 160187 CMB,Non-Residential Building Permit,Amusement Park Structure,Addition to Existing Building,1,  IBMS NORTH YORK, , ,###,,N8301,2000-06-09,2000-10-02,,Inspection,"ADD NEW WALL STRUCTURES AS PART OF EXISTING MONUMENT ""YAD VASHEM MEMORIAL""  WITHIN EARL BALES PARK ",15000
00 171941 CMB,Non-Residential Building Permit,Club,Alteration to Existing Building,107,WELLINGTON,ST,W,M5J,7929297,S1034,2000-07-17,2000-07-20,,Inspection,MAKE INTERIOR ALTERATIONS ON PORTION OF 2ND FL--  WELLINGTON ROOM,50000
00 324279 CMB,Non-Residential Building Permit,Club,Addition/Alteration to Existing Building,141,ST GEORGE,ST, ,M5R,4030666,S1127,2000-08-01,2000-10-03,,Inspection,alter plans 00-140394 by installing mezzanine on 3rd floor.  see committee of adjustments decision.  edc     Hold for Final and Binding Letter ,10000
00 330891 CMB,Non-Residential Building Permit,"Hair, Barber and Other Salon",Alteration to Existing Building,2429,YONGE,ST, ,M4P,14187340,N1526,2000-08-23,2000-09-26,,Inspection,Make interior alterations on ground floor and 2nd floor for personal grooming establishment from a restaurant and offic use:,60000
00 334057 CMB,Non-Residential Building Permit,Club,Addition/Alteration to Existing Building,12,BUSHBURY,DR, ,M3A,494557,N1624,2000-09-05,2000-11-24,,Inspection,ADDITION & RENOVATION TO PRIVATE CLUB,4000000
00 349040 CMB,Non-Residential Building Permit,Gymnasium,Alteration to Existing Building,750,WARDEN,AVE, ,M1L,5343675,E2021,2000-10-25,2000-11-16,,Inspection,INTERIOR ALTERATIONS WITH HVAC AND PLUMBING,100000
00 350940 CMB,Non-Residential Building Permit,Club,New Building,245,MARKLAND,DR, ,M9C,1016856,W0233,2000-11-01,2001-05-11,,Inspection,New one storey refreshment building on golf course.  Plumbing included,50000
00 363186 CMB,Non-Residential Building Permit,Club,Alteration to Existing Building,567,SHEPPARD,AVE,E,M2K,561844,N1729,2000-12-20,2000-12-27,,Permit Issued,INTERIOR ALTERATIONS TO A FITNESS ROOM ON THE GROUND FLOOR,15000
01 131428 CMB,Non-Residential Building Permit,Club,Alteration to Existing Building,100,SCARLETT,RD, ,M6N,11272808,W0538,2001-04-30,2002-03-22,,Inspection,demolish existing clubhouse and curling rink and renovations to existing lower level of curling rink,200000
01 141473 CMB,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,5,ROSEHILL,AVE, ,M4T,14171347,S1238,2001-05-28,2001-05-31,,Inspection,Make interior alterations to Unit #5 for personal grooming establishment.and construct barrier-free washroomTenant: Yorkville Hair Studio,2000
01 174545 BLD,Non-Residential Building Permit,"Hair, Barber and Other Salon",Alteration to Existing Building,1278,ST CLAIR,AVE,W,M6E,8680027,S0924,2001-09-06,2001-09-06,,Inspection, Make alterations to ground floor for personal grooming establishment. Maximum occupant load 5 people.,20000
01 183057 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1661,QUEEN,ST,E,M4L,,S1941,2001-10-04,2002-08-19,,Inspection,make interior alterations to all floors for commercial school.(conv. address is 1671 queen st e),400000
02 103849 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1875,LESLIE,ST, ,M3B,536792,N1623,2002-01-17,2002-03-11,,Permit Issued,INTERIOR ALTERATIONS TO UNIT 15 AND 16 TO CONVERT FROM OFFICE TO FITNESS CENTRE.,60000
02 114521 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,3389,STEELES,AVE,E,M2H,14074192,N1723,2002-02-28,2002-03-28,,Inspection,INTERIOR ALTERATION TO A NEW FITNESS CLUB IN A NEW BUILDING,300000
02 144266 BLD,Building Additions/Alterations,Club,Interior Alterations,20,GROSVENOR,ST, ,M4Y,7762640,S1325,2002-06-10,2002-06-18,,Permit Issued,make interior alterations to portion of basement in existing basement locker room area.,1700000
02 144348 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,2626-2630,ISLINGTON,AVE, ,M9V,14190400,W0124,2002-06-10,2002-06-10,,Permit Issued,INTERIOR ALTERATIONS TO BEAUTY SALON,3000
02 159268 BLD,Building Additions/Alterations,Dance Hall,Interior Alterations,30,VICE REGENT,BLVD, ,M9W,11159079,W0128,2002-07-30,2003-02-28,,Inspection,"Interior alterations to extend existing banquet hall. HVAC & Plumbing Included, additional Administration Fee:",70000
02 161823 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,55,BARBER GREENE,RD, ,M3C,486478,N1626,2002-08-08,2002-09-11,,Permit Issued,INTERIOR ALTERATIONS TO UNIT 55A FOR A KARATE SCHOOL.,60000
02 169908 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,380,RICHMOND,ST,W,M5V,14199269,S1030,2002-09-05,2002-09-12,,Inspection,make interior alterations to unit 1b on ground floor for new personal grooming establishment.  tenant:  wax hairdressing.,34000
02 177344 BLD,Building Additions/Alterations,Museum,Interior Alterations,100,GARRISON,RD, ,M5V,807841,S1028,2002-09-30,2002-10-22,,Inspection,make interior alterations to kitchen and washroom areas----HISTORICAL--,25000
02 178315 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,500,SHEPPARD,AVE,E,M2N,5266160,N1826,2002-10-03,2002-11-22,,Inspection,PROPOSED INTERTIOR ALTERTION TO YOGA ROOM,75000
02 189775 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,6,CHARLES,ST,E,M4Y,7754046,S1137,2002-11-18,2002-11-26,,Inspection,Make interior alterations to basement for personal grooming establishment.,50000
02 195199 BLD,Building Additions/Alterations,Museum,Interior Alterations,100,QUEEN'S PARK, , ,M5S,8408487,S1135,2002-12-10,2002-12-16,,Inspection,"make interior alterations to levels 2b, 1b, & ground level. ",3000000
03 114646 BLD,Building Additions/Alterations,Art Gallery,Interior Alterations,401,RICHMOND,ST,W,M5V,7930615,S1030,2003-03-13,2003-03-13,,Permit Issued,Interior alterations to ground floor suite 124 for art gallery and publishing office,50000
03 120499 BLD,Building Additions/Alterations,Museum,Interior Alterations,770,DON MILLS,RD, ,M3C,507987,N1630,2003-04-02,2003-05-07,,Inspection,New int alt for kidspark exhibits in building b.,20000
03 120934 BLD,Building Additions/Alterations,Club,Interior Alterations,2,ROXBOROUGH,ST,E,M4W,13504041,S1129,2003-04-03,2003-05-07,,Permit Issued,make interior alterations on ground floor by explanding existing club area.,50000
03 135449 BLD,Building Additions/Alterations,Museum,Interior Alterations,100,QUEEN'S PARK, , ,M5S,8408487,S1135,2003-05-22,2003-06-03,,Inspection,Make interior alterations to ground floor (level 1) 1B and 2B of the North East Wing.LISTED HISTORICAL,1000000
03 137016 BLD,Building Additions/Alterations,Club,Interior Alterations,2350-2374,BAYVIEW,AVE, ,M2L,14188903,N1523,2003-05-27,2003-06-23,,Permit Issued,Install new intertior altertion to granite club ltd.,50000
03 154570 BLD,Building Additions/Alterations,Auditorium,Interior Alterations,5040,YONGE,ST, ,M2N,14072465,N1824,2003-07-10,2003-07-18,,Inspection,"Interior alterations to the ""Toronto Centre for the Arts""",85000
03 182870 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1,  IBMS EAST YORK, , ,###,,E8501,2003-10-02,2003-10-31,,Inspection,INTERIOR ALTERATIONS,80000
03 183641 BLD,Building Additions/Alterations,Recreational,Interior Alterations,2,WILLOW,AVE, ,M5J,8237736,S1942,2003-10-06,2003-11-05,,Permit Issued,Interior renovations to existing washrooms,180000
03 188975 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1,  IBMS ETOBICOKE, , ,###,,W8101,2003-10-27,2003-11-17,,Permit Issued,Interior alterations to relocate hot tub ,60000
04 102659 BLD,Building Additions/Alterations,Museum,Interior Alterations,100,QUEEN'S PARK, , ,M5S,8408487,S1135,2004-01-15,2004-01-15,,Inspection,Make interior alterations to portion of 2nd floor (s/e wing),20000
04 105960 BLD,Building Additions/Alterations,Club,Interior Alterations,2350-2374,BAYVIEW,AVE, ,M2L,14188903,N1523,2004-01-29,2004-08-10,,Permit Issued,Interior alterations to Granite club.,50000
04 107545 BLD,Building Additions/Alterations,Recreational,Interior Alterations,40,TUXEDO,CRT, ,M1G,11530105,E2422,2004-02-05,2006-02-22,,Inspection,INTERIOR ALTERATIONS RECREATION/PARTY HALL,8000
04 107801 BLD,Building Additions/Alterations,Museum,Interior Alterations,770,DON MILLS,RD, ,M3C,507987,N1630,2004-02-06,2004-02-26,,Permit Issued,Washroom renovations on south mainfloor of Ontario Science Centre,130000
04 108527 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,900,DON MILLS,RD, ,M3C,4709503,N1626,2004-02-10,2004-03-29,,Permit Issued,Interior alterations to KQ fitness centre.,500000
04 135667 BLD,Building Additions/Alterations,Club,Interior Alterations,2350-2374,BAYVIEW,AVE, ,M2L,14188903,N1523,2004-05-17,2004-11-09,,Inspection,Interior alterations to Granite club 4th floor,260000
04 140037 BLD,Building Additions/Alterations,Club,Interior Alterations,221,RICHMOND,ST,W,M5V,7930463,S1030,2004-05-27,2004-06-04,,Permit Issued,Interior alterations for a DSR.  existing and proposed - entertanment club/lounge.  Please check BP#04-139970 MSA for health dept approval dwrg's and letter.,10000
04 146605 BLD,Building Additions/Alterations,Museum,Interior Alterations,100,QUEEN'S PARK, , ,M5S,8408487,S1135,2004-06-14,2004-06-17,,Permit Issued,Interior alterations and partial demolition for new exhibition,100000
04 154574 BLD,Building Additions/Alterations,Recreational,Interior Alterations,105-109,VANDERHOOF,AVE, ,M4G,14188440,N1532,2004-07-08,2004-09-03,,Permit Issued,"Playhouse/castle for Fantasy Castle Children's Party Centre, unit 8",1000
04 162749 BLD,Building Additions/Alterations,Club,Interior Alterations,264-268,AUGUSTA,AVE, ,M5T,765166,S1143,2004-08-03,2004-10-21,,Inspection,Interior alterations - change of use from billiards to restaurant (Occ load - 348 persons)Sidney Tung - Please check the fresh air demand for the increase of occupancy.,100000
04 164726 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,1800,SHEPPARD,AVE,E,M2J,14068149,N1727,2004-08-10,2004-08-26,,Permit Issued,Make interior alteration to portion of 1st. floor for hair salon.  tenant: Tonic Salon & Spa,220000
04 165533 BLD,Building Additions/Alterations,Club,Interior Alterations,567,SHEPPARD,AVE,E,M2K,561844,N1729,2004-08-12,2004-08-19,,Inspection,make interior alterations to portion of lower level.,60000
04 175070 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,167,BEATRICE,ST, ,M6G,8393570,S1132,2004-09-17,2004-11-19,,Inspection,"Make interior alterations to the basement, ground and second floor.  Existing:  semi-detached house.Proposed:  Salon and dwelling unit. ",25000
04 177352 BLD,Building Additions/Alterations,Club,Interior Alterations,2350-2374,BAYVIEW,AVE, ,M2L,14188903,N1523,2004-09-28,2005-02-21,,Inspection,Interior alterations to Granite Club,1500000
04 177989 BLD,New Building,Retail Mall/Plaza,New Building,265,WINCOTT,DR, ,M9R,1044719,W0222,2004-09-29,2005-10-26,,Inspection,New commercial building - shell only - for future tenants. ( Future tenants will apply separately for each unit interior alterations ) (Dwg Roll no. 3561),530000
04 179643 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1873,BLOOR,ST,W,###,10250060,S0431,2004-10-06,2004-11-19,,Inspection,Interior alterations to High Park Baseball clubhouse in High Park,150000
04 184613 BLD,Building Additions/Alterations,Club,Interior Alterations,1073 A,MILLWOOD,RD, ,M4G,3267165,N1535,2004-10-25,2004-11-24,,Inspection,make interior alterations.,200000
04 198482 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,2213,DUFFERIN,ST, ,M6E,57543,S1222,2004-12-07,2005-02-25,,Inspection,Interior alterations,54000
04 200436 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,12,HARRISON GARDEN,BLVD, ,M2N,,N1828,2004-12-14,2004-12-21,,Inspection,INTERIOR ALTERATIONS TO HAIR SALON,39000
05 100740 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,681,THE QUEENSWAY, , ,M8Y,9066104,W0328,2005-01-06,2005-03-21,,Permit Issued,Interior alterations to create a new Beauty Salon & Spa in an ex. vacant Commercial space,15000
05 102958 BLD,Building Additions/Alterations,Museum,Interior Alterations,100,QUEEN'S PARK, , ,M5S,8408487,S1135,2005-01-18,2005-02-17,,Permit Issued,Interior alterations to existing exhibition location.  (AS PER WADE TAM),150000
05 105208 BLD,Building Additions/Alterations,Indoor Swimming Pool,Interior Alterations,5100,YONGE,ST, ,M2N,3841975,N1824,2005-01-28,2005-03-10,,Permit Issued,Installation of roof top units and associated structural work within Douglas Snow Aquatic Pool.,180000
05 110849 BLD,Building Additions/Alterations,Museum,Interior Alterations,100,QUEEN'S PARK, , ,M5S,8408487,S1135,2005-02-23,2005-04-20,,Permit Issued,Interior museum exhibit installation.,400000
05 116021 BLD,Building Additions/Alterations,Museum,Interior Alterations,100,QUEEN'S PARK, , ,M5S,8408487,S1135,2005-03-17,2005-04-06,,Permit Issued,Interior alterations to add temporary exit corridor on 2nd floor west wing.,5000
05 121330 BLD,New Building,Recreational,New Building,1945,LAWRENCE,AVE,W,###,14254458,W0527,2005-04-08,2006-07-27,,Inspection,New common Amenity Building for new development of  total of 155 stacked condominium Town Houses  BLK A-F. Ref; 05-121323-8 & 05-121329 (u/g parking).,410000
05 123978 BLD,Building Additions/Alterations,Recreational,Interior Alterations,720,THE WEST MALL, , ,M9C,3175592,W0225,2005-04-18,2006-01-24,,Inspection,Interior alterations recreational component of recreational/commercial centre for adjacent related multi-tenency highrise buildings.,200000
05 129778 BLD,Building Additions/Alterations,Club,Interior Alterations,117,PETER,ST, ,M5V,7930392,S1030,2005-05-05,2006-01-11,,Permit Issued,Make interior alterations for fitness club,12000
05 135982 BLD,Building Additions/Alterations,Museum,Interior Alterations,100,QUEEN'S PARK, , ,M5S,8408487,S1135,2005-05-26,2005-05-26,,Permit Issued,Make interior alterations to existing gallery space on third level (west wing).,400000
05 165654 BLD,Building Additions/Alterations,Museum,Interior Alterations,100,QUEEN'S PARK, , ,M5S,8408487,S1135,2005-07-28,2005-08-11,,Permit Issued,Make interior alterations on portion 1B and installing automated door openers on existing door for handicap  access.,30000
05 169156 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1873,BLOOR,ST,W,###,10250060,S0431,2005-08-10,2005-08-15,,Inspection,Interior alterations to public washrooms in park,80000
05 173678 BLD,Building Additions/Alterations,Gymnasium,Interior Alterations,462,WELLINGTON,ST,W,M5V,10223216,S1032,2005-08-23,2005-10-27,,Inspection,Interior alterations to create fitness studio on main floor,100000
05 175062 BLD,Building Additions/Alterations,Club,Interior Alterations,1675,LAKE SHORE,BLVD,E,###,7650406,S1941,2005-09-01,2005-10-06,,Permit Issued,Make inteior alterations to ground floor of existing Yacht Club building,75000
05 183056 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1875,LESLIE,ST, ,M3B,536792,N1623,2005-09-22,2005-10-04,,Permit Issued,Interior alterations to offices for existing Body and Soul Fitness Centre.  ,75000
05 198464 BLD,Building Additions/Alterations,Museum,Interior Alterations,100,QUEEN'S PARK, , ,M5S,8408487,S1135,2005-10-31,2006-01-25,,Inspection,Construct interior wheelchair ramp in lower rotunda; make alterations to existing theatre area by enlarging stage area in theatre. (Re:  Renaissance ROM - Lower Rotunda and Theatre),400000
05 199137 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,55,MILL,ST, ,M5A,14245571,S2813,2005-11-03,2005-12-08,,Inspection,Interior alterations to add new mezzanine.,900000
05 203845 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,501,MARLEE,AVE, ,M6B,11382463,N0827,2005-11-18,2005-11-25,,Inspection,Inter Alt to salon to all 3 floors. Replace existing G/F storefront window.,100000
05 207459 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,265,WINCOTT,DR, ,M9R,1044719,W0222,2005-12-05,2006-01-05,,Permit Issued,Interior finishes and occupancy for a beauty salon/spa for unit # 4,50000
06 106721 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,1800,THE QUEENSWAY, , ,M9C,1037375,W0324,2006-02-01,2007-02-09,,Inspection,Finishes and drop ceiling to create *Top Ten Nails* Unit 8. First time occupancy See 159918 (convert existing bldg to multi tenant retail space)and  includes plumbing,7000
06 108904 BLD,New Building,Stadium,New Building,299,BLOOR,ST,W,###,772772,S1135,2006-02-13,2006-12-20,,Inspection,"Construct 5,000 seat stadium.",12000000
06 119626 BLD,New Building,Recreational,New Building,0,EGLINTON,AVE,E,###,,N1630,2006-03-23,2006-05-04,,Permit Issued,155 ST. DENNIS DRIVE Rear storage shed for Flemingdon Park Golf Club Inc.,25000
06 122233 BLD,Building Additions/Alterations,Museum,Interior Alterations,100,QUEEN'S PARK, , ,M5S,8408487,S1135,2006-03-31,2006-04-27,,Permit Issued,Make interior alterations for restaurant on 5th floor of ROM.,1000000
06 122570 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,2267,ISLINGTON,AVE, ,M9W,14670972,W0131,2006-04-03,2006-05-01,,Inspection,Interior alterations for a new occupancy in Unit  C104  **Nice One Nails**,23000
06 128329 BLD,Building Additions/Alterations,Recreational,Interior Alterations,250,WANLESS,AVE, ,###,7808127,N1525,2006-04-24,2006-05-01,,Inspection,Interior alterations and new barrier free ramp,120000
06 170518 BLD,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2006-08-25,2006-09-11,,Inspection,Make interior alterations to ticketmaster office in Rogers Centre.,300000
06 172042 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,1541,BAYVIEW,AVE, ,M4G,20037712,N1531,2006-08-30,2006-10-05,,Inspection,Int alt on the 2nd floor to new beauty spa.,30000
06 187196 BLD,Building Additions/Alterations,Club,Interior Alterations,567,SHEPPARD,AVE,E,M2K,561844,N1729,2006-10-27,2006-10-30,,Permit Issued,Construct / create 2 new window openings to an existing fitness club (2.8m2),5000
06 187973 BLD,New Building,Recreational,New Building,100,SCARLETT,RD, ,M6N,11272808,W0538,2006-10-31,2007-01-12,,Inspection,Demolish the exsiting snack bar and construct a new snack bar measuring 38 feet by 13 feet around the tenth tee block.,130000
06 196616 BLD,Building Additions/Alterations,Club,Interior Alterations,44,PRICE,ST, ,M4W,854828,S1129,2006-12-07,2006-12-11,,Inspection,"Interior alterations (including structural work to remove columns) to 2nd floor of existing ""Toronto Lawn Tennis Club"".",350000
07 112300 BLD,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2007-02-28,2007-03-06,,Inspection,Interior alterations to existing retail store at the 100 level,1000000
07 113328 BLD,New Building,Retail Mall/Plaza,New Building,1278,THE QUEENSWAY, , ,M8Z,9879484,W0326,2007-03-05,2008-09-24,,Permit Issued,Construction of a new one-storey commercial building and interior alterations to an existing one-storey building.,980000
07 130553 BLD,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2007-03-30,2007-04-03,,Inspection,Interior alterations to Argo's dressing room and Blue Jays weight room,1000000
07 142173 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,2300,YONGE,ST, ,M4P,8535197,N0833,2007-04-05,2007-04-19,,Permit Issued,To concourse level unit C15A for Masi Hair Studio,8000
07 157702 BLD,New Building,Museum,New Building,10,JUDSON,ST, ,###,14078430,W0332,2007-04-17,2007-11-14,,Inspection,"Re-Locate & Re-Use The Existing Mimico Train Station At 15 Judson As A Museum, Community Use(Meeting Rooms, Banquets, Exhibits Etc.)at 320 Royal York Road In Coronation Park",300000
07 171526 BLD,Building Additions/Alterations,Recreational,Interior Alterations,89,CHURCH,AVE, ,M2N,12383210,N1825,2007-04-24,2007-06-11,,Inspection,make interio alterations to recreation centre.,1120000
07 230390 BLD,Building Additions/Alterations,Club,Interior Alterations,2350,BAYVIEW,AVE, ,M2L,487614,N1523,2007-06-11,2007-07-25,,Inspection,Int alt to granite club members only salon and spa.,200000
07 265383 BLD,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2007-09-27,2007-10-02,,Inspection,Interior alteration to the Blue Jays dressing room.,2000000
07 268084 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,5891,BATHURST,ST, ,M2R,9313378,N1822,2007-10-09,2007-11-02,,Inspection,Change use from a bakery to a salon,27741
07 272880 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,100,SHEPPARD,AVE,E,M2N,5200712,N1826,2007-10-24,2007-11-28,,Inspection,Int alt to new yoga studio on the ground floor to unit 100.,111000
07 289041 BLD,Building Additions/Alterations,Radio Station,Interior Alterations,29,ST DENNIS,DR, ,M3C,8885841,N1630,2007-12-21,2008-04-23,,Inspection,Second floor - Renovations - community program music training,2000
08 102967 BLD,Building Additions/Alterations,Art Gallery,Interior Alterations,55,OSSINGTON,AVE, ,M6J,10558297,S1021,2008-01-14,2008-01-30,,Inspection,Interior alterations to BSMT and GF to fit out new art sales/gallery. Structural modifications to BSMT. New Roof to rear 1 storey existing building and new entrance window.,75000
08 105330 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,5650,YONGE,ST, ,M2M,11485200,N1822,2008-01-22,2008-02-28,,Permit Issued,And removing existing pool and hot tub to the new Goodlife Centre located p2 level club level 1,70000
08 111017 BLD,Building Additions/Alterations,Art Gallery,Interior Alterations,317,DUNDAS,ST,W,M5T,796549,S1024,2008-02-12,2008-02-22,,Inspection,Interior alterations to 3 of the art gallery's storage spaces in the sub-basement.  Art Gallery of Ontario,160000
08 112740 BLD,Building Additions/Alterations,Art Gallery,Interior Alterations,317,DUNDAS,ST,W,M5T,796549,S1024,2008-02-20,2008-02-22,,Inspection,Interior altertations to new security guard locker room on concourse level of AGO.,25000
08 141130 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,45,OVERLEA,BLVD, ,M4H,31109,N1533,2008-03-28,2008-04-22,,Permit Issued,"April 1, 08: Interior alteration to Veronese Hair Salon. KA Unit 125",50000
08 143930 BLD,Building Additions/Alterations,Art Gallery,Interior Alterations,317,DUNDAS,ST,W,M5T,796549,S1024,2008-04-07,2008-04-09,,Inspection,Interior alterations to portion of 2nd floor 'Irena Moore Gallery' of AGO.,150000
08 148596 BLD,Building Additions/Alterations,Club,Interior Alterations,2350,BAYVIEW,AVE, ,M2L,487614,N1523,2008-04-18,2008-06-25,,Inspection,Granite Club - Expand existing barbershop,100000
08 151682 BLD,Building Additions/Alterations,Club,Interior Alterations,2350,BAYVIEW,AVE, ,M2L,487614,N1523,2008-04-25,2008-05-22,,Inspection,Regency Ballroom,75000
