Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Est_Const_Cost,Address,Coordinates,Ward_Index,Ward
20 215082 BLD,New Houses,SFD - Detached,New Building,16,DONCLIFFE,DR, ,M4N,508109.0,N1523,2020-11-04,2020-12-10,2023-06-22,Closed,Proposal to demolish existing two storey single family dwelling and to construct new two storey single family dwelling with finished basement and integral garage.,9000000,"16,DONCLIFFE,DR   M4N",POINT (-79.401841 43.735354),11.0,Don Valley West
20 215203 BLD,New Houses,SFD - Semi-Detached,New Building,84,WEYBOURNE,CRES, ,M4N,882326.0,N1526,2020-11-04,2021-01-27,2022-03-01,Closed,Proposal to construct a new 3 storey semi- detached dwelling (86 Weybourne Crescent),800000,"84,WEYBOURNE,CRES   M4N",POINT (-79.399342 43.725281),11.0,Don Valley West
20 215779 BLD,New Houses,SFD - Detached,New Building,124,SHAVER,AVE,N,M9B,9530561.0,W0234,2020-11-06,2020-11-20,2021-09-07,Closed,Proposal to construct a new two storey single family dwelling with an integral garage and a finished basement. ,950000,"124,SHAVER,AVE N M9B",POINT (-79.550224 43.644199),16.0,Etobicoke Centre
20 217063 BLD,Small Residential Projects,SFD - Detached,Interior Alterations,206,HEATH,ST,W,M4V,818967.0,S1231,2020-11-10,2020-11-25,2023-06-09,Closed,"Interior alterations, remove and construct new interior walls and plumbing - all floors",800000,"206,HEATH,ST W M4V",POINT (-79.410908 43.687252),12.0,Toronto-St. Paul's
20 217147 BLD,New Houses,SFD - Detached,New Building,139,NEWTON,DR, ,M2M,545308.0,N1823,2020-11-10,2021-05-11,2023-08-29,Closed,Proposal to demolish the existing dwelling and construct a new detached single family dwelling with finished basement and integral garage.  ,2500000,"139,NEWTON,DR   M2M",POINT (-79.408836 43.794934),2.0,Willowdale
20 218256 BLD,New Houses,SFD - Detached,New Building,20,CARNEY,RD, ,M2M,496670.0,N1822,2020-11-13,2021-01-19,2023-03-08,Closed,Proposal to demolish the existing house and build a new 2 storey detached single family dwelling and an integral garage.,1300000,"20,CARNEY,RD   M2M",POINT (-79.42879 43.778062),2.0,Willowdale
20 219342 BLD,New Houses,SFD - Detached,New Building,557,BRIAR HILL,AVE, ,M5N,775886.0,N0833,2020-11-17,2020-12-24,2023-06-05,Closed,Proposal to construct a new 2 storey single family dwelling with finished basement and integral garage.,900000,"557,BRIAR HILL,AVE   M5N",POINT (-79.419639 43.709261),17.0,Eglinton-Lawrence
20 219641 BLD,New Houses,SFD - Detached,New Building,365,LYTTON,BLVD, ,M5N,835516.0,N0829,2020-11-18,2021-02-04,2024-02-12,Closed,"Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement. See also 20 219634 DEM, 20 111298 ZZC, and 20 137517 MV.",700000,"365,LYTTON,BLVD   M5N",POINT (-79.419574 43.712123),17.0,Eglinton-Lawrence
20 220606 BLD,New Houses,SFD - Detached,New Building,548,OLD ORCHARD,GRV, ,M5M,547066.0,N0824,2020-11-19,2020-12-02,2021-10-29,Closed,Construct  2 storey detached single family dwelling with finshed basement,850000,"548,OLD ORCHARD,GRV   M5M",POINT (-79.427125 43.730342),17.0,Eglinton-Lawrence
20 223012 BLD,Small Residential Projects,SFD - Semi-Detached,Interior Alterations,46,ROBBINS,AVE, ,M4L,859895.0,S1937,2020-11-26,2020-12-04,2021-02-26,Closed,"Proposed Interior Alterations 4 rows of new hand railings to be installed for basement to main, main, main to 2nd and 2nd floor ( Total 8 sqm  the hand rails and posts will be wood, balusters will be metal, the speciffication will comply with Ontario Building Code 3.4.6.5. handrails. Old lathe/plaster party wall on on the second floor needed to be partially removed (8.72x2.4m) and will be replaced with Fire rated 5/8 drywall and Sound/Fire proof insulation.",936000,"46,ROBBINS,AVE   M4L",POINT (-79.316707 43.670585),4.0,Beaches-East York
20 223018 BLD,Small Residential Projects,SFD - Detached,Interior Alterations,30,PURDON,DR, ,M3H,7684052.0,N0624,2020-11-26,2020-12-02,2022-03-24,Closed,PROPOSED INTERIOR RENOVATION OF PARTIAL BASEMENT (32sm) AND PARTIAL GROUND FLOOR (128sm); REPLACEMENT OF GLAZING ON WEST & NORTH WALLS; REPAIR OF BALCONY AND EXTERIOR CLADDING ON WEST FACADE,950000,"30,PURDON,DR   M3H",POINT (-79.463221 43.766086),1.0,York Centre
20 223192 BLD,New Houses,SFD - Detached,New Building,101,DUNLOE,RD, ,M5P,797835.0,S1226,2020-11-27,2020-12-16,2022-08-19,Closed,Construct a new 2 storey detached single family dwelling with integral garage and finished basement,900000,"101,DUNLOE,RD   M5P",POINT (-79.41365 43.696401),12.0,Toronto-St. Paul's
20 223199 BLD,New Houses,SFD - Detached,New Building,129,DELL PARK,AVE, ,M6B,506512.0,N0827,2020-11-27,2021-01-14,2022-10-11,Closed,Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement. See also 16 252178 ZZC and 17 109514 MV.,850000,"129,DELL PARK,AVE   M6B",POINT (-79.440259 43.715168),17.0,Eglinton-Lawrence
20 223970 BLD,New Houses,SFD - Detached,New Building,837,ROYAL YORK,RD, ,M8Y,10144654.0,W0328,2020-11-30,2020-12-23,2023-11-16,Closed,Construction of a new 2-storey detached SFD.,1700000,"837,ROYAL YORK,RD   M8Y",POINT (-79.508728 43.641709),15.0,Etobicoke-Lakeshore
20 224289 BLD,New Houses,SFD - Detached,New Building,16,PINEWAY,BLVD, ,M2H,9523771.0,N1721,2020-12-01,2021-01-15,2023-06-28,Closed,To demolish existing dwelling and construct a new two storey dwelling,1000000,"16,PINEWAY,BLVD   M2H",POINT (-79.373782 43.790511),18.0,Don Valley North
20 225565 BLD,New Houses,SFD - Detached,New Building,5,YEOMANS,RD, ,M3H,578267.0,N0629,2020-12-03,2021-03-19,2023-02-17,Closed,Proposed to construct two storey single family dwelling and demolition of the existing dwelling.,606000,"5,YEOMANS,RD   M3H",POINT (-79.440264 43.746207),1.0,York Centre
20 225630 BLD,New Houses,SFD - Detached,New Building,383,MELROSE,AVE, ,M5M,542323.0,N0824,2020-12-04,2020-12-21,2022-10-26,Closed,Proposal to demolish the existing house and build a new detached single family dwelling with two storey high and one integral garage.,800000,"383,MELROSE,AVE   M5M",POINT (-79.419874 43.729421),17.0,Eglinton-Lawrence
20 226344 BLD,New Houses,SFD - Detached,New Building,2263,LAWRENCE,AVE,W,M9P,1014523.0,W0224,2020-12-07,2021-02-25,2022-03-22,Closed,Proposal to construct a new two storey dwelling on an existing foundation,650000,"2263,LAWRENCE,AVE W M9P",POINT (-79.528273 43.696902),16.0,Etobicoke Centre
20 226401 BLD,New Houses,SFD - Detached,New Building,313,FAIRLAWN,AVE, ,M5M,804088.0,N0825,2020-12-07,2021-02-10,2022-10-14,Closed,Three storey dwelling,700000,"313,FAIRLAWN,AVE   M5M",POINT (-79.415028 43.72832),17.0,Eglinton-Lawrence
20 226458 BLD,New Houses,SFD - Detached,New Building,49,ALEXIS,BLVD, ,M3H,481777.0,N0629,2020-12-07,2020-12-24,2022-05-13,Closed,Proposal to construct a new 2 storey single family dwelling with finished basement and integral garage.,800000,"49,ALEXIS,BLVD   M3H",POINT (-79.441976 43.753458),1.0,York Centre
20 227948 BLD,New Houses,SFD - Detached,New Building,123,ROCHESTER,AVE, ,M4N,556911.0,N1527,2020-12-10,2021-01-18,2024-01-09,Closed,Proposal to construct a new two storey single family dwelling with an integral garage and finished basement. ,900000,"123,ROCHESTER,AVE   M4N",POINT (-79.387483 43.72484),11.0,Don Valley West
20 228876 BLD,New Houses,SFD - Detached,New Building,130,DALEMOUNT,AVE, ,M6B,8140746.0,N0827,2020-12-14,2020-12-30,2023-08-10,Closed,Two storey dwelling with attached garage,600000,"130,DALEMOUNT,AVE   M6B",POINT (-79.434439 43.714534),17.0,Eglinton-Lawrence
20 229244 BLD,New Houses,SFD - Detached,New Building,45,COLIN,AVE, ,M5P,785071.0,S1227,2020-12-15,2021-01-08,2024-01-15,Closed,"Proposal to demolish existing dwelling and construct a new three-storey detached dwelling with an integral garage, rear deck and rear third storey balcony",1000000,"45,COLIN,AVE   M5P",POINT (-79.399882 43.700162),12.0,Toronto-St. Paul's
20 230210 BLD,New Houses,SFD - Detached,New Building,104,PLATEAU,CRES, ,M3C,10179952.0,N1627,2020-12-17,2021-01-29,2023-10-19,Closed,Proposal to construct a new two storey single family dwelling with an integral garage,900000,"104,PLATEAU,CRES   M3C",POINT (-79.336918 43.733249),19.0,Don Valley East
20 230590 BLD,New Houses,SFD - Detached,New Building,96,BETTY ANN,DR, ,M2N,10011402.0,N1824,2020-12-18,2021-02-24,2023-12-28,Closed,Proposed new two storey dwelling with attched garage.,1000000,"96,BETTY ANN,DR   M2N",POINT (-79.418029 43.769347),2.0,Willowdale
20 233845 BLD,Building Additions/Alterations,Multiple Unit Building,Interior Alterations,2083,DANFORTH,AVE, ,M4C,8211820.0,S1932,2020-12-24,2022-03-28,2022-12-19,Closed,Proposal for interior alterations on the 2nd floor to create 4 unit residential suites in the existing multiple use building.,600000,"2083,DANFORTH,AVE   M4C",POINT (-79.312472 43.685505),4.0,Beaches-East York
20 234663 BLD,New Houses,SFD - Detached,New Building,64,CARONPORT,CRES, ,M3A,496899.0,N1625,2020-12-30,2021-01-26,2022-10-28,Closed,To demolish existing dwelling and construct a new two storey dwelling,900000,"64,CARONPORT,CRES   M3A",POINT (-79.322453 43.743763),19.0,Don Valley East
21 100802 BLD,New Houses,SFD - Detached,New Building,87,HILLCROFT,DR, ,M9B,1007194.0,W0232,2021-01-05,2021-02-16,2024-02-22,Closed,Proposal to construct a new 2 storey single family dwelling and demolish existing 1 storey single family dwelling,1323600,"87,HILLCROFT,DR   M9B",POINT (-79.544933 43.659023),16.0,Etobicoke Centre
21 101040 BLD,New Houses,SFD - Detached,New Building,39,DEXTER,BLVD, ,M2H,507603.0,N1722,2021-01-05,2021-03-29,2023-03-16,Closed,Proposal to construct a new 2 storey single family dwelling and demolish existing 2 storey single family dwelling,850000,"39,DEXTER,BLVD   M2H",POINT (-79.367345 43.800096),18.0,Don Valley North
21 101963 BLD,New Houses,SFD - Detached,New Building,55,WESTCROFT,DR, ,M1E,397034.0,E2428,2021-01-07,2021-05-17,2022-10-24,Closed,demolish existing sfd and construct new two-storey detached dwelling with finished basement,800000,"55,WESTCROFT,DR   M1E",POINT (-79.193428 43.771546),8.0,Scarborough-Guildwood
21 102149 BLD,New Houses,SFD - Detached,New Building,354,BROOKE,AVE, ,M5M,493255.0,N0824,2021-01-08,2021-01-25,2022-05-25,Closed,Proposal to construct a new 2 storey single family dwelling and demolish the existing 1 storey single family dwelling,1000000,"354,BROOKE,AVE   M5M",POINT (-79.427961 43.731598),17.0,Eglinton-Lawrence
21 103347 BLD,Building Additions/Alterations,Multiple Use/Non Residential,Interior Alterations,1068-1070,PAPE,AVE, ,M4K,3202298.0,S1421,2021-01-12,2021-06-07,2021-09-09,Closed,"Proposal for interior alterations to existing retail unit for new restaurant, greater than 30 seats - ""Burger King""",700000,"1068-1070,PAPE,AVE   M4K",POINT (-79.349563 43.690553),23.0,Toronto-Danforth
21 106635 BLD,New Houses,2 Unit - Detached,New Building,480,COLDSTREAM,AVE, ,M5N,501634.0,N0828,2021-01-20,2021-03-22,2022-11-14,Closed,Proposal to construct a new two storey dwelling with a secondary suite located in the basement,800000,"480,COLDSTREAM,AVE   M5N",POINT (-79.427455 43.715649),17.0,Eglinton-Lawrence
21 106692 BLD,New Houses,SFD - Detached,New Building,66,CAINES,AVE, ,M2R,495171.0,N1822,2021-01-20,2021-03-04,2022-11-23,Closed,Proposed new two storey dwelling with attched garage and 185.80sq. m. of finished basement.,1100000,"66,CAINES,AVE   M2R",POINT (-79.433264 43.785089),2.0,Willowdale
21 106755 BLD,New Houses,SFD - Detached,New Building,118,ASHDALE,AVE, ,M4L,764456.0,S1439,2021-01-20,2021-02-24,2023-03-15,Closed,To construct a new two storey single family detached dwelling house.,800000,"118,ASHDALE,AVE   M4L",POINT (-79.320655 43.668831),23.0,Toronto-Danforth
21 107827 BLD,New Houses,SFD - Detached,New Building,83,ELMHURST,AVE, ,M2N,511806.0,N1824,2021-01-22,2021-02-24,2021-11-26,Closed,construction of new 2 storey single family  dwelling with finished basement,650000,"83,ELMHURST,AVE   M2N",POINT (-79.415888 43.761979),2.0,Willowdale
21 109168 BLD,New Houses,SFD - Detached,New Building,184,FALKIRK,ST, ,M5M,514093.0,N0824,2021-01-26,2021-04-12,2022-09-09,Closed,Proposal to demolish the existing house and construct a new detached 2 storey single family dwelling with finished basement and integral garage.,550000,"184,FALKIRK,ST   M5M",POINT (-79.428803 43.731712),17.0,Eglinton-Lawrence
21 110008 BLD,New Houses,SFD - Detached,New Building,27,BERKINSHAW,CRES, ,M3B,489000.0,N1623,2021-01-28,2021-03-18,2023-06-14,Closed,Proposed to demolish the existing dwelling and to build a new two storey Single Family Dwelling. ,1100000,"27,BERKINSHAW,CRES   M3B",POINT (-79.348064 43.742576),19.0,Don Valley East
21 111258 BLD,New Houses,SFD - Detached,New Building,24,TANGMERE,RD, ,M3B,567575.0,N1623,2021-02-01,2021-04-01,2022-12-21,Closed,Proposal to construct a new 2 storey single family dwelling and demolish the existing 1 storey single family dwelling,800000,"24,TANGMERE,RD   M3B",POINT (-79.35514 43.737326),19.0,Don Valley East
21 111980 BLD,Small Residential Projects,2 Unit - Detached,Second Suite (New),41,BALMORAL,AVE, ,M4V,8741310.0,S1238,2021-02-03,2021-02-18,2022-11-30,Closed,Basement apartment and interior alteration,1000000,"41,BALMORAL,AVE   M4V",POINT (-79.395027 43.685361),12.0,Toronto-St. Paul's
21 111989 BLD,New Houses,SFD - Detached,New Building,81,ELSFIELD,RD, ,M8Y,999628.0,W0328,2021-02-03,2021-03-08,2022-06-28,Closed,"Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement. Existing north wall to be retained, existing foundation to be underpinned.",750000,"81,ELSFIELD,RD   M8Y",POINT (-79.506873 43.643266),15.0,Etobicoke-Lakeshore
21 112456 BLD,Building Additions/Alterations,Multiple Unit Building,Interior Alterations,90,EASTDALE,AVE, ,M4C,7762645.0,S1930,2021-02-04,2021-03-26,2023-09-29,Closed,"Demolition of 9 three bedroom townhouses on top of existing underground garage. Demolition of garage ramp, swimming pool, boiler room attached to existing underground garage. Demolition and replacement of P1 roof slab.",5000000,"90,EASTDALE,AVE   M4C",POINT (-79.30125 43.694611),4.0,Beaches-East York
21 113200 BLD,New Houses,SFD - Detached,New Building,343,MCKEE,AVE, ,M2N,4429149.0,N1825,2021-02-05,2021-05-10,2023-10-02,Closed,To demolish existing dwelling and construct a two storey dwelling with finished basement,980000,"343,MCKEE,AVE   M2N",POINT (-79.391749 43.777596),2.0,Willowdale
21 115677 BLD,New Houses,SFD - Detached,New Building,107,ALFRED,AVE, ,M2N,481854.0,N1826,2021-02-11,2021-03-08,2022-07-29,Closed,Proposal to construct a new 3 storey dwelling,900000,"107,ALFRED,AVE   M2N",POINT (-79.40436 43.76625),2.0,Willowdale
21 117066 BLD,New Houses,SFD - Detached,New Building,76,YORKVIEW,DR, ,M8Z,1045764.0,W0326,2021-02-17,2021-03-15,2022-06-27,Closed,Proposed to demolish the existing Dwelling and to build a new Single Family Dwelling with integral Garage and finished basement. ,950000,"76,YORKVIEW,DR   M8Z",POINT (-79.511257 43.629986),15.0,Etobicoke-Lakeshore
21 118092 BLD,New Houses,SFD - Detached,New Building,22,NEILOR,CRES, ,M9C,7795873.0,W0233,2021-02-19,2021-04-12,2022-08-22,Closed,"Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement. See also 21 118085 DEM, 20 121955 ZZC, 20 180017 MV and Final and Binding A0304/20EYK.",1000000,"22,NEILOR,CRES   M9C",POINT (-79.568366 43.632368),16.0,Etobicoke Centre
21 119039 BLD,New Houses,SFD - Detached,New Building,100,LAKE,CRES, ,M8V,1012768.0,W0335,2021-02-23,2021-04-15,2023-02-06,Closed,Proposal to construct a new three storey detached dwelling with an integral garage,600000,"100,LAKE,CRES   M8V",POINT (-79.496872 43.606414),15.0,Etobicoke-Lakeshore
21 119293 BLD,New Houses,SFD - Detached,New Building,443,HILLSDALE,AVE,E,M4S,821545.0,N1530,2021-02-23,2021-04-14,2023-03-17,Closed,Proposal to construct a new 2 storey single family dwelling and demolish the existing 2 storey single family dwelling,650000,"443,HILLSDALE,AVE E M4S",POINT (-79.384471 43.705919),11.0,Don Valley West
21 119546 BLD,New Houses,SFD - Detached,New Building,6,BELVALE,AVE, ,M8X,986859.0,W0322,2021-02-23,2022-01-11,2023-08-09,Closed,Proposed construction of a new single family detached dwelling with an integral garage and demolition of the existing dwelling.,1000000,"6,BELVALE,AVE   M8X",POINT (-79.51809 43.650812),15.0,Etobicoke-Lakeshore
21 120257 BLD,New Houses,SFD - Detached,New Building,1,ENNISMORE,PL, ,M2J,512780.0,N1727,2021-02-25,2021-03-31,2022-12-13,Closed,Proposed new two storey dwelling with attached garage.,750000,"1,ENNISMORE,PL   M2J",POINT (-79.358031 43.776047),18.0,Don Valley North
21 120388 BLD,New Houses,SFD - Detached,New Building,24,TROPHY,DR, ,M4A,570156.0,N1628,2021-02-25,2021-06-30,2023-05-30,Closed,Proposal to demolish the existing detached house and build a new detached two storey single family dwelling with finished basement and integral garage. ,750000,"24,TROPHY,DR   M4A",POINT (-79.312049 43.728364),19.0,Don Valley East
21 120518 BLD,New Houses,SFD - Detached,New Building,88,COLLEGE VIEW,AVE, ,M5P,785806.0,S1226,2021-02-26,2021-07-22,2023-03-27,Closed,"Proposal to demolish existing dwelling and construct a new three-storey detached house with an integral garage, front porch and rear patio.",800000,"88,COLLEGE VIEW,AVE   M5P",POINT (-79.410822 43.702421),12.0,Toronto-St. Paul's
21 120582 BLD,New Houses,SFD - Detached,New Building,222,CAMERON,AVE, ,M2N,495917.0,N1827,2021-02-26,2021-03-29,2023-04-17,Closed,Construct a new two storey detached dwelling,2700000,"222,CAMERON,AVE   M2N",POINT (-79.421903 43.754879),2.0,Willowdale
21 121160 BLD,New Houses,SFD - Detached,New Building,599,CASTLEFIELD,AVE, ,M5N,781186.0,N0833,2021-02-28,2021-04-08,2023-04-27,Closed,"Proposal to construct a new 2 storey single family dwelling with integral garage, finished basement, rear basement walkout, and rear covered deck.",1000000,"599,CASTLEFIELD,AVE   M5N",POINT (-79.422854 43.706797),17.0,Eglinton-Lawrence
21 121163 BLD,Small Residential Projects,SFD - Detached,Accessory Building(s),8,BURTON,RD, ,M5P,778960.0,S1225,2021-02-28,2021-10-13,2022-09-12,Closed,"Patio repair in rear yard, outdoor cooking station, outdoor stairs, accessory building with gas fireplace and roof deck, wood platform off existing pool, new interlook walkway, play area, play structure and sports court",750000,"8,BURTON,RD   M5P",POINT (-79.41552 43.693122),12.0,Toronto-St. Paul's
21 121307 BLD,New Houses,SFD - Detached,New Building,20,RAVENSCREST,DR, ,M9B,10486643.0,W0227,2021-02-28,2021-06-30,2022-12-06,Closed,Construct new two storey home with finished basement,700000,"20,RAVENSCREST,DR   M9B",POINT (-79.550773 43.659734),16.0,Etobicoke Centre
21 122033 BLD,New Houses,SFD - Detached,New Building,84,YORKVIEW,DR, ,M8Z,1045772.0,W0326,2021-03-02,2021-04-09,2023-05-11,Closed,To demolish existing dwelling and construct a new two-storey detached single-family dwelling with an integral detached garage.,600000,"84,YORKVIEW,DR   M8Z",POINT (-79.511845 43.629848),15.0,Etobicoke-Lakeshore
21 122115 BLD,New Houses,SFD - Detached,New Building,171,CEDRIC,AVE, ,M6C,55043.0,S1222,2021-03-02,2021-04-16,2022-08-17,Closed,Proposal for a new two storey single family dwelling with an integral garage. ,800000,"171,CEDRIC,AVE   M6C",POINT (-79.437004 43.688963),12.0,Toronto-St. Paul's
21 122434 BLD,Building Additions/Alterations,Multiple Unit Building,Interior Alterations,143,LAKE SHORE,BLVD,E,M5A,8351268.0,S1038,2021-03-03,2021-04-19,2022-04-17,Closed,"Proposal to construct interior alteration to existing vacant commercial units and convert to a restaurant - UNITS 5, 6, 7, and 8. Convenience address is 11 Lower Jarvis St.",1500000,"143,LAKE SHORE,BLVD E M5A",POINT (-79.36905 43.645171),24.0,Spadina-Fort York
21 122889 BLD,New Houses,SFD - Detached,New Building,85,LAURENTIDE,DR, ,M3A,535648.0,N1624,2021-03-04,2021-04-08,2022-11-28,Closed,PROPOSED: DEMOLISH EXISTING 1-2 STOREY SINGLE FAMILY DWELLING AND BUILD A NEW 1-2 STOREY SINGLE FAMILY DWELLING WITH INTEGRATED GARAGE AND COVERED REAR PORCH. ,1000000,"85,LAURENTIDE,DR   M3A",POINT (-79.339879 43.75608),19.0,Don Valley East
21 124065 BLD,New Houses,SFD - Detached,New Building,11,REDBERRY,PKWY, ,M6L,9531259.0,W0523,2021-03-08,2021-05-14,2023-01-19,Closed,Proposal to construct a 2 storey dwelling with finished basement,800000,"11,REDBERRY,PKWY   M6L",POINT (-79.473266 43.710761),22.0,York South-Weston
21 124253 BLD,New Houses,SFD - Detached,New Building,56,THE QUEENSWAY, , ,M6S,876993.0,S0430,2021-03-08,2021-05-17,2023-01-03,Closed,Demolish existing dwelling and construct a new two storey dwelling with integral garage and basement walkout,576882,"56,THE QUEENSWAY,    M6S",POINT (-79.467641 43.637913),13.0,Parkdale-High Park
21 124488 BLD,New Houses,SFD - Detached,New Building,35,GOLF CREST,RD, ,M9A,1003672.0,W0228,2021-03-08,2021-04-12,2023-07-27,Closed,Proposal to construct a new 2 storey single family dwelling,1000000,"35,GOLF CREST,RD   M9A",POINT (-79.533505 43.656477),16.0,Etobicoke Centre
21 125190 BLD,New Houses,SFD - Detached,New Building,31,HEDGEWOOD,RD, ,M2L,7795108.0,N1523,2021-03-10,2021-05-28,2023-10-19,Closed,Proposal to construct a new two storey single family dwelling with an integral garage,750000,"31,HEDGEWOOD,RD   M2L",POINT (-79.398684 43.744579),11.0,Don Valley West
21 126067 BLD,New Houses,SFD - Detached,New Building,7,WINDLEY,AVE, ,M6C,77614.0,S1229,2021-03-11,2021-03-26,2023-04-25,Closed,"Proposal to construct a New SFD 3-Storey Detached House with an integral garage, finished basement and rear covered deck. Existing House will be demolished. ",750000,"7,WINDLEY,AVE   M6C",POINT (-79.429293 43.689443),12.0,Toronto-St. Paul's
21 126197 BLD,New Houses,SFD - Detached,New Building,20,SUNBEAM,AVE, ,M3H,566436.0,N0629,2021-03-12,2021-03-25,2022-05-27,Closed,Proposal to construct a new two storey single family dwelling with an integral garage,800000,"20,SUNBEAM,AVE   M3H",POINT (-79.450099 43.739992),1.0,York Centre
21 126489 BLD,New Houses,SFD - Detached,New Building,5,GAYLORD,AVE, ,M9B,1002821.0,W0234,2021-03-12,2021-05-10,2023-11-21,Closed,Proposal to construct a new 2 storey detached and finished basement single family dwelling.,1701600,"5,GAYLORD,AVE   M9B",POINT (-79.544931 43.644057),16.0,Etobicoke Centre
21 127766 BLD,New Houses,2 Unit - Detached,New Building,158,RANDOLPH,RD, ,M4G,32530.0,N1531,2021-03-16,2021-05-13,2023-06-06,Closed,Proposed new single family dwelling ,900000,"158,RANDOLPH,RD   M4G",POINT (-79.363794 43.707097),11.0,Don Valley West
21 128998 BLD,New Houses,SFD - Detached,New Building,126,MAPLEWOOD,AVE, ,M6C,4429310.0,S1229,2021-03-18,2021-04-23,2022-08-23,Closed,Proposal to construct a new two storey single family dwelling with an integral garage,650000,"126,MAPLEWOOD,AVE   M6C",POINT (-79.426511 43.685894),12.0,Toronto-St. Paul's
21 129669 BLD,New Houses,SFD - Detached,New Building,203,SHAVER,AVE,N,M9B,1031579.0,W0234,2021-03-20,2021-10-15,2024-01-15,Closed,Proposal to demolish existing dwelling and construct a new 2 storey dwelling.,900000,"203,SHAVER,AVE N M9B",POINT (-79.55119 43.647715),16.0,Etobicoke Centre
21 130834 BLD,New Houses,SFD - Detached,New Building,11,CRAIGMORE,CRES, ,M2N,503914.0,N1828,2021-03-23,2021-08-19,2024-01-25,Closed,Proposal to construct a new 3 storey single family dwelling and demolish existing 1 storey single family dwelling,1000000,"11,CRAIGMORE,CRES   M2N",POINT (-79.401107 43.762567),2.0,Willowdale
21 131419 BLD,New Houses,SFD - Detached,New Building,362,HOUNSLOW,AVE, ,M2R,529381.0,N1824,2021-03-24,2021-06-01,2023-01-12,Closed,"Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement. See also 21 131414 DEM, 20 202622 ZZC, and 20 214896 MV.",750000,"362,HOUNSLOW,AVE   M2R",POINT (-79.4312 43.772078),2.0,Willowdale
21 131528 BLD,New Houses,SFD - Detached,New Building,21,ARTINGER,CRT, ,M3B,484520.0,N1524,2021-03-24,2021-06-24,2024-01-10,Closed,Construct a new two storey single family dwelling,4500000,"21,ARTINGER,CRT   M3B",POINT (-79.369033 43.740092),11.0,Don Valley West
21 131996 BLD,New Houses,SFD - Detached,New Building,59,EDGECROFT,RD, ,M8Z,7793417.0,W0326,2021-03-25,2021-04-22,2023-02-16,Closed,"Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement. See also 21 131984 DEM, 20 166950 ZZC and 20 186208 MV. ",700000,"59,EDGECROFT,RD   M8Z",POINT (-79.510554 43.628737),15.0,Etobicoke-Lakeshore
21 132385 BLD,New Houses,SFD - Detached,New Building,16,BROME,RD, ,M6L,492822.0,W0526,2021-03-26,2021-04-20,2023-11-13,Closed,Proposal to construct a new two storey single family dwelling with an integral garage,800000,"16,BROME,RD   M6L",POINT (-79.486533 43.715153),22.0,York South-Weston
21 132503 BLD,New Houses,SFD - Detached,New Building,8,LARSTONE,AVE, ,M8Z,1014172.0,W0326,2021-03-26,2021-04-22,2023-12-18,Closed,Proposal to construct a new 2 storey single family dwelling with attached garage.  TLAB approved,800000,"8,LARSTONE,AVE   M8Z",POINT (-79.510546 43.633726),15.0,Etobicoke-Lakeshore
21 132610 BLD,New Building,Apartment Building,New Building,3688,ST CLAIR,AVE,E,M1M,388255.0,E2032,2021-03-26,2021-09-17,2023-03-31,Closed,PROPOSED: CONSTRUCTION OF 3 STOREY MIXED USE (16 RESIDENTIAL UNITS & 1 COMMERCIAL UNIT ) BUILDING DIVIDED BY FIREWALL INTO TWO PART 9 BUILDINGS,1000000,"3688,ST CLAIR,AVE E M1M",POINT (-79.248879 43.719495),5.0,Scarborough Southwest
21 134051 BLD,New Houses,2 Unit - Detached,New Building,528,CLINTON,ST, ,M6G,784288.0,S1125,2021-03-30,2021-08-17,2023-05-04,Closed,Proposal to construct a new 3 storey duplex.,600000,"528,CLINTON,ST   M6G",POINT (-79.419533 43.668781),3.0,University-Rosedale
21 135492 BLD,New Houses,SFD - Detached,New Building,120,RANDOLPH,RD, ,M4G,32497.0,N1531,2021-04-03,2021-06-02,2023-03-24,Closed,Proposal to construct a new two storey single family dwelling with an integral garage and finished basement. ,900000,"120,RANDOLPH,RD   M4G",POINT (-79.363274 43.705428),11.0,Don Valley West
21 136501 BLD,New Houses,SFD - Detached,New Building,77,MCRAE,DR, ,M4G,28695.0,N1535,2021-04-06,2021-04-26,2022-02-07,Closed,Proposal to construct a new 2 storey single family dwelling and demolish the existing 2 storey single family dwelling ,650000,"77,MCRAE,DR   M4G",POINT (-79.368598 43.702771),11.0,Don Valley West
